Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2024-05-08,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,Marterer M.,57,98,6,4,6,2,,,,,,,2,,12,6,Completed,1.41,2.89
2024-05-08,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,Monfils G.,106,38,6,2,7,5,,,,,,,2,,13,7,Completed,1.69,2.17
2024-05-08,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Shevchenko A.,Marozsan F.,60,36,6,3,6,2,,,,,,,2,,12,5,Completed,2.78,1.45
2024-05-08,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Eubanks C.,137,43,6,4,6,4,,,,,,,2,,12,8,Completed,1.51,2.54
2024-05-08,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Vukic A.,Schwartzman D.,70,142,6,2,6,2,,,,,,,2,,12,4,Completed,2.48,1.53
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,Vavassori A.,52,168,6,4,6,3,,,,,,,2,,12,7,Completed,1.66,2.21
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Hijikata R.,68,79,6,4,7,5,,,,,,,2,,13,9,Completed,1.1,7.01
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Barrere G.,61,115,6,4,6,2,,,,,,,2,,12,6,Completed,1.43,2.83
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Medjedovic H.,Popyrin A.,121,42,6,3,6,2,,,,,,,2,,12,5,Completed,1.81,1.99
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Passaro F.,Rinderknech A.,240,73,6,7,7,5,7,6,,,,,2,1,20,18,Completed,2.27,1.65
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Nadal R.,Bergs Z.,305,108,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.14,5.6
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Napolitano S.,Wolf J.J.,125,101,6,2,7,6,,,,,,,2,,13,8,Completed,1.45,2.73
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Gigante M.,Zeppieri G.,139,144,7,6,6,4,,,,,,,2,,13,10,Completed,2.34,1.59
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Moutet C.,Safiullin R.,83,39,3,6,7,6,6,2,,,,,2,1,16,14,Completed,1.76,2.06
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Nakashima B.,58,72,6,4,6,4,,,,,,,2,,12,8,Completed,1.76,2.06
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,Mayot H.,37,130,3,6,7,5,6,4,,,,,2,1,16,15,Completed,1.17,4.89
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Draper J.,Coric B.,40,55,7,5,6,1,,,,,,,2,,13,6,Completed,1.66,2.21
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,O Connell C.,62,66,6,7,5,0,,,,,,,,1,11,7,Retired,1.42,2.85
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Ruusuvuori E.,49,71,3,6,6,3,6,3,,,,,2,1,15,12,Completed,2.16,1.7
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Cachin P.,41,99,6,4,6,4,,,,,,,2,,12,8,Completed,1.22,4.21
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Moreno De Alboran N.,112,136,7,5,6,7,7,6,,,,,2,1,20,18,Completed,1.47,2.64
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Evans D.,92,67,6,4,3,6,6,2,,,,,2,1,15,12,Completed,1.56,2.43
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Muller A.,Fucsovics M.,109,50,4,6,7,6,6,2,,,,,2,1,17,14,Completed,2.45,1.55
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,Mcdonald M.,86,76,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.27,3.67
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Sonego L.,64,47,6,3,6,7,6,3,,,,,2,1,18,13,Completed,2.02,1.79
2024-05-09,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Altmaier D.,81,78,6,4,6,4,,,,,,,2,,12,8,Completed,2.2,1.67
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Borges N.,Bublik A.,53,17,6,4,6,4,,,,,,,2,,12,8,Completed,1.72,2.11
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Atmane T.,Musetti L.,137,29,7,5,1,0,,,,,,,1,,8,5,Retired,5.28,1.16
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Nishioka Y.,10,80,7,5,6,4,,,,,,,2,,13,9,Completed,1.13,5.78
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Darderi L.,Navone M.,54,31,6,3,6,2,,,,,,,2,,12,5,Completed,2.24,1.65
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,Kotov P.,14,63,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.53,2.5
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Zhang Zh.,Mannarino A.,56,21,6,1,6,3,,,,,,,2,,12,4,Completed,1.17,5.02
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Monteiro T.,Thompson J.,106,35,6,1,6,3,,,,,,,2,,12,4,Completed,1.39,2.99
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Cobolli F.,27,57,7,6,4,6,6,4,,,,,2,1,17,16,Completed,1.59,2.36
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Vukic A.,5,70,6,0,6,4,,,,,,,2,,12,4,Completed,1.05,10.29
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Passaro F.,Griekspoor T.,240,26,4,6,6,3,7,6,,,,,2,1,17,15,Completed,3.3,1.33
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Shevchenko A.,18,60,6,4,6,4,,,,,,,2,,12,8,Completed,1.32,3.41
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Tabilo A.,Hanfmann Y.,32,59,6,3,7,6,,,,,,,2,,13,9,Completed,1.51,2.57
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,Fognini F.,13,92,6,3,6,4,,,,,,,2,,12,7,Completed,1.2,4.53
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,Ruud C.,58,7,0,6,6,4,6,4,,,,,2,1,12,14,Completed,4.88,1.18
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Gigante M.,22,139,6,1,6,3,,,,,,,2,,12,4,Completed,1.28,3.7
2024-05-10,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Moutet C.,1,83,6,3,6,1,,,,,,,2,,12,4,Completed,1.09,7.39
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Etcheverry T.,Seyboth Wild T.,28,61,6,3,7,5,,,,,,,2,,13,8,Completed,1.83,1.98
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Medjedovic H.,Davidovich Fokina A.,121,33,7,6,6,4,,,,,,,2,,13,10,Completed,2.17,1.7
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Jarry N.,Arnaldi M.,24,37,6,2,7,6,,,,,,,2,,13,8,Completed,2.14,1.7
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Nadal R.,9,305,6,1,6,3,,,,,,,2,,12,4,Completed,2.28,1.62
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Karatsev A.,16,86,6,4,6,2,,,,,,,2,,12,6,Completed,1.47,2.7
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Napolitano S.,Shang J.,125,105,6,7,6,1,6,0,,,,,2,1,18,8,Completed,1.98,1.81
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Koepfer D.,Tiafoe F.,52,25,6,4,6,2,,,,,,,2,,12,6,Completed,1.87,1.93
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,Carballes Baena R.,11,62,6,3,6,2,,,,,,,2,,12,5,Completed,1.36,3.17
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Muller A.,Fils A.,109,34,7,5,6,3,,,,,,,2,,13,8,Completed,2.24,1.64
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Draper J.,4,40,7,5,6,4,,,,,,,2,,13,9,Completed,1.68,2.18
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,Lajovic D.,19,64,7,6,7,6,,,,,,,2,,14,12,Completed,1.63,2.27
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Munar J.,30,68,6,3,1,6,6,3,,,,,2,1,13,12,Completed,1.62,2.29
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Struff J.L.,8,41,6,7,6,4,6,4,,,,,2,1,18,15,Completed,1.52,2.51
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Van De Zandschulp B.,20,112,6,1,7,6,,,,,,,2,,13,7,Completed,1.4,2.93
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Nardi L.,12,81,6,4,6,4,,,,,,,2,,12,8,Completed,1.33,3.33
2024-05-11,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Giron M.,6,49,5,7,6,4,7,5,,,,,2,1,18,16,Completed,1.11,6.74
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Monteiro T.,Kecmanovic M.,106,58,6,2,4,6,7,6,,,,,2,1,17,14,Completed,1.99,1.81
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Borges N.,Passaro F.,53,240,4,6,7,6,7,6,,,,,2,1,18,18,Completed,1.51,2.56
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Cerundolo F.,18,22,6,2,6,4,,,,,,,2,,12,6,Completed,1.79,2.01
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Atmane T.,10,137,7,6,6,3,,,,,,,2,,13,9,Completed,1.14,5.83
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Tabilo A.,Djokovic N.,32,1,6,2,6,3,,,,,,,2,,12,5,Completed,7.79,1.08
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Korda S.,13,27,6,3,6,4,,,,,,,2,,12,7,Completed,1.51,2.53
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Darderi L.,5,54,7,6,6,2,,,,,,,2,,13,8,Completed,1.21,4.32
2024-05-12,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Zhang Zh.,Shelton B.,56,14,6,2,6,4,,,,,,,2,,12,6,Completed,2.49,1.53
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,De Minaur A.,Auger-Aliassime F.,11,20,6,7,6,4,6,4,,,,,2,1,18,15,Completed,1.61,2.31
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Norrie C.,8,30,6,2,7,6,,,,,,,2,,13,8,Completed,1.25,3.95
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Muller A.,Rublev A.,109,6,3,6,6,3,6,2,,,,,2,1,15,11,Completed,4.64,1.19
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Paul T.,Koepfer D.,16,52,6,4,6,3,,,,,,,2,,12,7,Completed,1.65,2.23
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Jarry N.,Napolitano S.,24,125,6,2,4,6,6,4,,,,,2,1,16,12,Completed,1.35,3.21
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Hurkacz H.,Etcheverry T.,9,28,7,6,6,2,,,,,,,2,,13,8,Completed,1.51,2.54
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Medjedovic H.,4,121,7,6,2,6,7,5,,,,,2,1,16,17,Completed,1.4,2.95
2024-05-13,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,3rd Round,3,Baez S.,Rune H.,19,12,2,6,6,2,6,3,,,,,2,1,14,11,Completed,2.5,1.53
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Tabilo A.,Khachanov K.,32,18,7,6,7,6,,,,,,,2,,14,12,Completed,2.8,1.43
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Dimitrov G.,13,10,6,2,6,7,6,1,,,,,2,1,18,10,Completed,1.68,2.19
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Zhang Zh.,Monteiro T.,56,106,7,6,6,3,,,,,,,2,,13,9,Completed,2.08,1.75
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Zverev A.,Borges N.,5,53,6,2,7,5,,,,,,,2,,13,7,Completed,1.13,5.94
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Jarry N.,Muller A.,24,109,7,5,6,3,,,,,,,2,,13,8,Completed,1.5,2.58
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Hurkacz H.,Baez S.,9,19,5,7,7,6,6,4,,,,,2,1,18,17,Completed,1.47,2.67
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Paul T.,Medvedev D.,16,4,6,1,6,4,,,,,,,2,,12,5,Completed,2.68,1.48
2024-05-14,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,4th Round,3,Tsitsipas S.,De Minaur A.,8,11,6,1,6,2,,,,,,,2,,12,3,Completed,1.33,3.31
2024-05-15,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Zhang Zh.,32,56,6,3,6,4,,,,,,,2,,12,7,Completed,1.6,2.33
2024-05-15,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Fritz T.,5,13,6,4,6,3,,,,,,,2,,12,7,Completed,1.48,2.66
2024-05-16,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Paul T.,Hurkacz H.,16,9,7,5,3,6,6,3,,,,,2,1,16,14,Completed,2.24,1.65
2024-05-16,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Quarterfinals,3,Jarry N.,Tsitsipas S.,24,8,3,6,7,5,6,4,,,,,2,1,16,15,Completed,3.98,1.24
2024-05-17,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Zverev A.,Tabilo A.,5,32,1,6,7,6,6,2,,,,,2,1,14,14,Completed,1.27,3.94
2024-05-17,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,Semifinals,3,Jarry N.,Paul T.,24,16,6,3,6,7,6,3,,,,,2,1,18,13,Completed,2.07,1.75
2024-05-19,Internazionali BNL d'Italia,Masters 1000,Outdoor,Clay,The Final,3,Zverev A.,Jarry N.,5,24,6,4,7,5,,,,,,,2,,13,9,Completed,1.33,3.32
2024-05-19,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Nagal S.,20,94,7,6,6,3,,,,,,,2,,13,9,Completed,1.22,4.24
2024-05-19,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Altmaier D.,62,83,7,6,6,4,,,,,,,2,,13,10,Completed,1.93,1.86
2024-05-20,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Shevchenko A.,Marozsan F.,61,41,6,4,7,6,,,,,,,2,,13,10,Completed,2.21,1.66
2024-05-20,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,Hijikata R.,45,78,4,6,6,4,6,3,,,,,2,1,16,13,Completed,1.26,3.84
2024-05-20,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Ruusuvuori E.,Giron M.,66,48,6,3,6,3,,,,,,,2,,12,6,Completed,1.66,2.2
2024-05-20,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Karatsev A.,56,82,7,5,6,1,,,,,,,2,,13,6,Completed,1.53,2.47
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Kovacevic A.,65,88,3,6,6,3,6,4,,,,,2,1,15,13,Completed,2.11,1.72
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Goffin D.,140,115,6,2,6,1,,,,,,,2,,12,3,Completed,2.43,1.55
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Murray A.,85,75,7,5,6,2,,,,,,,2,,13,7,Completed,1.64,2.23
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Griekspoor T.,Eubanks C.,27,43,6,4,1,6,6,3,,,,,2,1,13,13,Completed,1.18,4.66
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Machac T.,Draper J.,44,35,7,6,6,1,,,,,,,2,,13,7,Completed,2.59,1.49
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,1st Round,3,Shapovalov D.,Coria F.,123,69,7,5,6,0,,,,,,,2,,13,5,Completed,1.59,2.35
2024-05-21,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Cobolli F.,Shelton B.,56,15,4,6,7,6,6,2,,,,,2,1,17,14,Completed,2.15,1.7
2024-05-22,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Carballes Baena R.,20,62,6,3,6,0,,,,,,,2,,12,3,Completed,1.36,3.1
2024-05-22,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Machac T.,Moreno De Alboran N.,44,140,4,6,7,5,6,0,,,,,2,1,17,11,Completed,1.56,2.4
2024-05-22,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Michelsen A.,Fritz T.,65,12,6,4,4,6,7,5,,,,,2,1,17,15,Completed,6.26,1.12
2024-05-22,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Ofner S.,7,45,4,6,6,2,6,2,,,,,2,1,16,10,Completed,1.12,6.21
2024-05-22,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Djokovic N.,Hanfmann Y.,1,85,6,3,6,3,,,,,,,2,,12,6,Completed,1.09,7.05
2024-05-23,Geneva Open,ATP250,Outdoor,Clay,2nd Round,3,Griekspoor T.,Shapovalov D.,27,123,6,7,7,6,6,3,,,,,2,1,19,16,Completed,1.75,2.09
2024-05-23,Geneva Open,ATP250,Outdoor,Clay,Quarterfinals,3,Machac T.,Michelsen A.,44,65,6,3,7,6,,,,,,,2,,13,9,Completed,1.44,2.77
2024-05-23,Geneva Open,ATP250,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Griekspoor T.,1,27,7,5,6,1,,,,,,,2,,13,6,Completed,1.15,5.41
2024-05-23,Geneva Open,ATP250,Outdoor,Clay,Quarterfinals,3,Cobolli F.,Shevchenko A.,56,61,6,4,6,4,,,,,,,2,,12,8,Completed,1.59,2.35
2024-05-23,Geneva Open,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Baez S.,7,20,6,3,3,6,6,4,,,,,2,1,15,13,Completed,1.3,3.46
2024-05-24,Geneva Open,ATP250,Outdoor,Clay,Semifinals,3,Machac T.,Djokovic N.,44,1,6,4,0,6,6,1,,,,,2,1,12,11,Completed,5.45,1.15
2024-05-25,Geneva Open,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Cobolli F.,7,56,1,6,6,1,7,6,,,,,2,1,14,13,Completed,1.22,4.23
2024-05-25,Geneva Open,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Machac T.,7,44,7,5,6,3,,,,,,,2,,13,8,Completed,1.56,2.42
2024-05-19,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,6,2,6,2,,,,,,,2,,12,4,Completed,1.64,2.25
2024-05-19,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Muller A.,Gasquet R.,90,124,6,4,6,4,,,,,,,2,,12,8,Completed,1.42,2.82
2024-05-20,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Sanchez Izquierdo N.,29,260,1,6,6,2,6,2,,,,,2,1,13,10,Completed,1.08,7.84
2024-05-20,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Kotov P.,Cachin P.,57,106,6,1,6,4,,,,,,,2,,12,5,Completed,1.58,2.35
2024-05-20,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,6,3,4,6,7,6,,,,,2,1,17,15,Completed,1.66,2.19
2024-05-20,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Koepfer D.,Barranco Cosano J.,67,254,6,4,6,7,6,4,,,,,2,1,18,15,Completed,1.26,3.84
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Martinez P.,58,49,6,4,6,1,,,,,,,2,,12,5,Completed,1.85,1.95
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Mpetshi G.,Sonego L.,117,50,6,3,6,4,,,,,,,2,,12,7,Completed,2.46,1.54
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Galan D.E.,104,105,7,6,7,6,,,,,,,2,,14,12,Completed,1.83,1.96
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Tiafoe F.,Munar J.,26,63,7,6,6,4,,,,,,,2,,13,10,Completed,2.6,1.49
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Daniel T.,47,81,7,5,7,6,,,,,,,2,,14,11,Completed,1.45,2.73
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,1st Round,3,Nishioka Y.,Fanselow S.,72,316,6,0,6,1,,,,,,,2,,12,1,Completed,1.31,3.43
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,Muller A.,57,90,7,6,6,1,,,,,,,2,,13,7,Completed,1.97,1.82
2024-05-21,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Bublik A.,Vukic A.,19,93,6,4,6,2,,,,,,,2,,12,6,Completed,1.78,2.02
2024-05-22,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Mannarino A.,47,22,7,6,6,3,,,,,,,2,,13,9,Completed,1.13,5.99
2024-05-22,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Seyboth Wild T.,29,58,7,5,3,0,,,,,,,1,,10,5,Retired,1.67,2.19
2024-05-22,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Koepfer D.,Humbert U.,67,17,2,6,6,4,6,4,,,,,2,1,14,14,Completed,2.44,1.55
2024-05-22,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Rinderknech A.,Tiafoe F.,73,26,7,6,6,4,,,,,,,2,,13,10,Completed,2.22,1.65
2024-05-22,Lyon Open,ATP250,Outdoor,Clay,2nd Round,3,Gaston H.,Cerundolo F.,104,23,6,2,2,6,6,3,,,,,2,1,14,11,Completed,3.09,1.36
2024-05-23,Lyon Open,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Koepfer D.,29,67,6,4,6,1,,,,,,,2,,12,5,Completed,1.48,2.62
2024-05-23,Lyon Open,ATP250,Outdoor,Clay,Quarterfinals,3,Bublik A.,Kotov P.,19,57,6,7,7,6,6,3,,,,,2,1,19,16,Completed,2.14,1.7
2024-05-23,Lyon Open,ATP250,Outdoor,Clay,Quarterfinals,3,Mpetshi G.,Gaston H.,117,104,6,4,4,6,6,3,,,,,2,1,16,13,Completed,1.71,2.11
2024-05-24,Lyon Open,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Darderi L.,29,47,6,2,6,4,,,,,,,2,,12,6,Completed,1.67,2.19
2024-05-24,Lyon Open,ATP250,Outdoor,Clay,Semifinals,3,Mpetshi G.,Bublik A.,117,19,6,4,7,5,,,,,,,2,,13,9,Completed,2.32,1.6
2024-05-25,Lyon Open,ATP250,Outdoor,Clay,The Final,3,Mpetshi G.,Etcheverry T.,117,29,6,4,1,6,7,6,,,,,2,1,14,16,Completed,3.11,1.36
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nakashima B.,Moreno De Alboran N.,84,130,6,1,6,7,6,3,6,2,,,3,1,24,13,Completed,1.54,2.49
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Daniel T.,6,80,6,2,6,7,6,3,7,5,,,3,1,25,17,Completed,1.05,11.4
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Martinez P.,Tirante T.A.,48,109,5,7,6,4,3,6,6,4,6,3,3,2,26,24,Completed,1.3,3.58
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Sonego L.,Humbert U.,49,16,6,4,2,6,6,4,6,3,,,3,1,20,17,Completed,2.59,1.51
