Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2026-02-09,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,O Connell C.,Royer V.,119,57,6,4,4,6,7,6,,,,,2,1,17,16,Completed,2.07,1.74
2026-02-09,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Pavlovic L.,65,219,7,6,6,3,,,,,,,2,,13,9,Completed,1.18,4.61
2026-02-09,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Munar J.,Budkov Kjaer N.,37,132,6,1,6,3,,,,,,,2,,12,4,Completed,1.44,2.75
2026-02-10,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Halys Q.,Rottgering M.,77,614,3,6,6,1,6,1,,,,,2,1,15,8,Completed,1.24,3.98
2026-02-10,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Griekspoor T.,Mpetshi G.,27,56,6,4,6,4,,,,,,,2,,12,8,Completed,1.53,2.48
2026-02-10,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Struff J.L.,Grenier H.,82,188,6,0,6,4,,,,,,,2,,12,4,Completed,1.35,3.17
2026-02-10,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,De Minaur A.,Fils A.,8,42,7,6,6,2,,,,,,,2,,13,8,Completed,1.22,4.09
2026-02-10,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Bergs Z.,Medjedovic H.,39,79,6,7,6,7,,,,,,,2,,12,14,Completed,1.81,1.98
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Boogaard T.,106,1048,6,3,6,4,,,,,,,2,,12,7,Completed,1.13,5.92
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Den Ouden G.,Fucsovics M.,169,49,7,6,6,1,,,,,,,2,,13,7,Completed,3.9,1.25
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Tsitsipas S.,Rinderknech A.,32,28,7,5,6,3,,,,,,,2,,13,8,Completed,1.54,2.47
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Khachanov K.,De Jong J.,18,86,3,6,6,4,7,5,,,,,2,1,16,15,Completed,1.14,5.32
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Bublik A.,Hurkacz H.,10,70,6,7,7,6,7,5,,,,,2,1,20,18,Completed,1.71,2.11
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,1st Round,3,Auger-Aliassime F.,Popyrin A.,6,50,7,5,6,3,,,,,,,2,,13,8,Completed,1.22,4.14
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,O Connell C.,Norrie C.,119,26,7,6,6,4,,,,,,,2,,13,10,Completed,3.6,1.28
2026-02-11,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Griekspoor T.,Halys Q.,27,77,7,5,7,6,,,,,,,2,,14,11,Completed,1.55,2.43
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Humbert U.,Den Ouden G.,36,169,6,4,6,3,,,,,,,2,,12,7,Completed,1.1,6.77
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Munar J.,Khachanov K.,37,18,7,6,3,6,6,3,,,,,2,1,16,15,Completed,2.23,1.64
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Van De Zandschulp B.,Tsitsipas S.,65,32,6,4,7,6,,,,,,,2,,13,10,Completed,2.79,1.43
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,De Minaur A.,Wawrinka S.,8,106,6,4,6,2,,,,,,,2,,12,6,Completed,1.11,6.58
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Medjedovic H.,6,79,6,4,6,4,,,,,,,2,,12,8,Completed,1.25,3.84
2026-02-12,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,2nd Round,3,Bublik A.,Struff J.L.,10,82,7,6,4,6,6,3,,,,,2,1,17,15,Completed,1.34,3.24
2026-02-13,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Quarterfinals,3,Humbert U.,O Connell C.,36,119,6,4,6,1,,,,,,,2,,12,5,Completed,1.21,4.36
2026-02-13,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Quarterfinals,3,De Minaur A.,Van De Zandschulp B.,8,65,3,6,7,6,7,5,,,,,2,1,17,17,Completed,1.14,5.63
2026-02-13,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Griekspoor T.,6,27,7,6,6,2,,,,,,,2,,13,8,Completed,1.32,3.38
2026-02-13,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Quarterfinals,3,Bublik A.,Munar J.,10,37,6,4,6,7,7,6,,,,,2,1,19,17,Completed,1.49,2.63
2026-02-14,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Semifinals,3,De Minaur A.,Humbert U.,8,36,6,4,6,3,,,,,,,2,,12,7,Completed,1.41,2.85
2026-02-14,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,Semifinals,3,Auger-Aliassime F.,Bublik A.,6,10,6,1,6,2,,,,,,,2,,12,3,Completed,1.45,2.7
2026-02-15,ABN AMRO World Tennis Tournament,ATP500,Indoor,Hard,The Final,3,De Minaur A.,Auger-Aliassime F.,8,6,6,3,6,2,,,,,,,2,,12,5,Completed,2.43,1.56
2026-02-16,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Atmane T.,Kypson P.,66,105,6,3,2,6,6,4,,,,,2,1,14,13,Completed,2.14,1.69
2026-02-16,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Wong C.,Borges N.,137,45,7,6,4,6,6,3,,,,,2,1,17,15,Completed,2.09,1.71
2026-02-16,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Vacherot V.,41,26,7,6,6,4,,,,,,,2,,13,10,Completed,1.89,1.87
2026-02-16,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Shimabukuro S.,64,135,6,3,7,5,,,,,,,2,,13,8,Completed,1.4,2.86
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Hijikata R.,28,113,6,4,6,4,,,,,,,2,,12,8,Completed,1.28,3.56
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Svajda Z.,Kovacevic A.,106,75,7,6,6,3,,,,,,,2,,13,9,Completed,1.49,2.57
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Korda S.,McDonald M.,50,116,6,4,7,5,,,,,,,2,,13,9,Completed,1.2,4.3
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Cilic M.,29,43,7,6,7,6,,,,,,,2,,14,12,Completed,1.6,2.26
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Jodar R.,Quinn E.,118,70,6,2,6,3,,,,,,,2,,12,5,Completed,1.95,1.81
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Walton A.,Diallo G.,93,39,7,6,6,3,,,,,,,2,,13,9,Completed,3.05,1.36
2026-02-17,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Bellucci M.,83,109,6,1,6,4,,,,,,,2,,12,5,Completed,1.45,2.69
2026-02-18,Delray Beach Open,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Moutet C.,24,34,4,6,6,3,6,4,,,,,2,1,16,13,Completed,1.25,3.82
2026-02-18,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Cobolli F.,Atmane T.,20,66,7,5,6,4,,,,,,,2,,13,9,Completed,1.73,2.08
2026-02-18,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Wong C.,Nakashima B.,137,29,6,4,7,6,,,,,,,2,,13,10,Completed,3.15,1.35
2026-02-18,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Michelsen A.,50,41,6,3,7,6,,,,,,,2,,13,9,Completed,1.62,2.25
2026-02-19,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Ruud C.,Giron M.,13,64,4,6,7,6,6,4,,,,,2,1,17,16,Completed,1.47,2.6
2026-02-19,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Tien L.,Kecmanovic M.,23,83,6,4,6,7,7,6,,,,,2,1,19,17,Completed,1.44,2.73
2026-02-19,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Svajda Z.,28,106,6,4,3,6,7,5,,,,,2,1,16,15,Completed,1.48,2.59
2026-02-19,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Walton A.,24,93,7,6,6,3,,,,,,,2,,13,9,Completed,1.09,7.13
2026-02-20,Delray Beach Open,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Jodar R.,8,118,7,6,6,4,,,,,,,2,,13,10,Completed,1.27,3.67
2026-02-20,Delray Beach Open,ATP250,Outdoor,Hard,Quarterfinals,3,Cobolli F.,Wong C.,20,137,7,5,6,7,6,2,,,,,2,1,19,14,Completed,1.9,1.86
2026-02-20,Delray Beach Open,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Ruud C.,50,13,4,6,6,2,6,2,,,,,2,1,16,10,Completed,1.8,1.97
2026-02-20,Delray Beach Open,ATP250,Outdoor,Hard,Quarterfinals,3,Tien L.,Tiafoe F.,23,28,7,6,3,6,7,5,,,,,2,1,17,17,Completed,1.53,2.45
2026-02-21,Delray Beach Open,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Fritz T.,24,8,6,4,6,3,,,,,,,2,,12,7,Completed,2.19,1.65
2026-02-21,Delray Beach Open,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Cobolli F.,50,20,7,6,6,1,,,,,,,2,,13,7,Completed,1.36,3.12
2026-02-22,Delray Beach Open,ATP250,Outdoor,Hard,Semifinals,3,Paul T.,Tien L.,24,23,4,6,6,4,6,3,,,,,2,1,16,13,Completed,1.55,2.4
2026-02-22,Delray Beach Open,ATP250,Outdoor,Hard,The Final,3,Korda S.,Paul T.,50,24,6,4,6,3,,,,,,,2,,12,7,Completed,2.01,1.77
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Popyrin A.,Zayid M.S.,53,,6,0,6,2,,,,,,,2,,12,2,Completed,1.01,25.22
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Royer V.,Herbert P.,60,190,6,0,6,3,,,,,,,2,,12,3,Completed,1.48,2.58
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Mensik J.,Choinski J.,16,124,6,7,6,2,6,4,,,,,2,1,18,13,Completed,1.15,5.12
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Fils A.,Majchrzak K.,40,56,6,7,6,3,6,4,,,,,2,1,18,14,Completed,1.39,2.91
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,Machac T.,2,31,6,1,6,4,,,,,,,2,,12,5,Completed,1.05,9.68
2026-02-16,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Shang J.,11,261,6,4,6,2,,,,,,,2,,12,6,Completed,1.25,3.81
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Echargui M.,33,139,6,4,6,4,,,,,,,2,,12,8,Completed,1.09,6.87
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Halys Q.,Carreno Busta P.,72,123,4,6,7,5,6,3,,,,,2,1,17,14,Completed,1.76,2.03
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Habib H.,61,334,6,3,6,3,,,,,,,2,,12,6,Completed,1.16,4.98
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Brooksby J.,22,47,6,3,6,3,,,,,,,2,,12,6,Completed,1.49,2.56
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Mochizuki S.,17,117,6,1,3,6,6,4,,,,,2,1,15,11,Completed,1.12,5.92
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Zhang Zh.,Carballes Baena R.,319,175,6,4,6,4,,,,,,,2,,12,8,Completed,1.75,2.05
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Marozsan F.,Humbert U.,48,36,6,3,6,1,,,,,,,2,,12,4,Completed,2.26,1.62
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Bergs Z.,Mpetshi G.,44,58,6,3,6,7,6,4,,,,,2,1,18,14,Completed,1.56,2.38
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Alcaraz C.,Rinderknech A.,1,30,6,4,7,6,,,,,,,2,,13,10,Completed,1.02,14.41
2026-02-17,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,De Jong J.,14,86,6,4,6,3,,,,,,,2,,12,7,Completed,1.14,5.55
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Fucsovics M.,17,61,6,2,4,6,6,4,,,,,2,1,16,12,Completed,1.41,2.84
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Fils A.,Halys Q.,40,72,6,1,7,6,,,,,,,2,,13,7,Completed,1.33,3.21
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Bergs Z.,22,44,6,2,6,1,,,,,,,2,,12,3,Completed,1.45,2.7
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Medvedev D.,33,11,6,3,6,4,,,,,,,2,,12,7,Completed,3.33,1.32
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Marozsan F.,14,48,6,2,6,4,,,,,,,2,,12,6,Completed,1.56,2.35
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Mensik J.,Zhang Zh.,16,319,6,3,6,2,,,,,,,2,,12,5,Completed,1.36,3.05
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,Popyrin A.,2,53,6,3,7,5,,,,,,,2,,13,8,Completed,1.02,15.19
2026-02-18,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,2nd Round,3,Alcaraz C.,Royer V.,1,60,6,2,7,5,,,,,,,2,,13,7,Completed,1.02,12.77
2026-02-19,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Tsitsipas S.,14,33,6,3,7,6,,,,,,,2,,13,9,Completed,1.66,2.2
2026-02-19,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Quarterfinals,3,Fils A.,Lehecka J.,40,22,6,3,6,3,,,,,,,2,,12,6,Completed,2.28,1.6
2026-02-19,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Khachanov K.,1,17,6,7,6,4,6,3,,,,,2,1,18,14,Completed,1.07,7.96
2026-02-19,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Quarterfinals,3,Mensik J.,Sinner J.,16,2,7,6,2,6,6,3,,,,,2,1,15,15,Completed,8.5,1.06
2026-02-20,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Semifinals,3,Alcaraz C.,Rublev A.,1,14,7,6,6,4,,,,,,,2,,13,10,Completed,1.14,5.47
2026-02-20,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,Semifinals,3,Fils A.,Mensik J.,40,16,6,4,7,6,,,,,,,2,,13,10,Completed,2.26,1.62
2026-02-21,Qatar Exxon Mobil Open,ATP500,Outdoor,Hard,The Final,3,Alcaraz C.,Fils A.,1,40,6,2,6,1,,,,,,,2,,12,3,Completed,1.11,6.25
2026-02-16,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Tirante T.A.,Garin C.,92,89,7,5,6,3,,,,,,,2,,13,8,Completed,1.94,1.82
2026-02-16,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Lajovic D.,Altmaier D.,129,54,6,4,7,6,,,,,,,2,,13,10,Completed,2.08,1.71
2026-02-16,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Tabilo A.,Nava E.,68,76,6,3,6,3,,,,,,,2,,12,6,Completed,1.44,2.76
2026-02-16,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Kopriva V.,Heide G.,87,258,6,2,7,6,,,,,,,2,,13,8,Completed,1.67,2.15
2026-02-16,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Buse I.,Marcondes I.,91,348,4,6,7,5,6,4,,,,,2,1,17,15,Completed,1.41,2.8
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Hanfmann Y.,Reis Da Silva J.,90,207,7,6,6,4,,,,,,,2,,13,10,Completed,1.28,3.6
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Burruchaga R.,Ugo Carabelli C.,102,46,6,3,6,4,,,,,,,2,,12,7,Completed,2.13,1.69
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Passaro F.,Prizmic D.,163,122,6,3,6,4,,,,,,,2,,12,7,Completed,2.75,1.43
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Etcheverry T.,Comesana F.,51,63,3,6,6,3,6,4,,,,,2,1,15,13,Completed,1.53,2.44
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Berrettini M.,Barrios M.,57,107,7,6,7,5,,,,,,,2,,14,11,Completed,1.29,3.49
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Darderi L.,78,21,6,1,3,6,6,4,,,,,2,1,15,11,Completed,3.23,1.33
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Navone M.,19,74,6,3,6,4,,,,,,,2,,12,7,Completed,1.4,2.87
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Fonseca J.,Monteiro T.,38,208,7,6,6,1,,,,,,,2,,13,7,Completed,1.3,3.44
2026-02-17,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Dzumhur D.,Martinez P.,62,101,0,6,7,6,6,4,,,,,2,1,13,16,Completed,2.25,1.62
2026-02-18,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Faria J.,Baez S.,147,32,7,5,6,1,,,,,,,2,,13,6,Completed,4.23,1.21
2026-02-18,Rio Open,ATP500,Outdoor,Clay,1st Round,3,Gaubas V.,Miguel L.,126,1593,6,3,2,6,6,2,,,,,2,1,14,11,Completed,1.09,7.13
2026-02-18,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Kopriva V.,Burruchaga R.,87,102,6,3,6,1,,,,,,,2,,12,4,Completed,2.18,1.65
2026-02-18,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo J.M.,Hanfmann Y.,78,90,6,4,6,7,6,4,,,,,2,1,18,15,Completed,1.81,1.95
2026-02-18,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Tirante T.A.,Cerundolo F.,92,19,6,2,3,1,,,,,,,1,,9,3,Retired,4.49,1.19
2026-02-19,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Tabilo A.,Passaro F.,68,163,4,6,7,6,6,2,,,,,2,1,17,14,Completed,1.45,2.7
2026-02-19,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Faria J.,Dzumhur D.,147,62,7,6,6,4,,,,,,,2,,13,10,Completed,1.57,2.34
2026-02-19,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Etcheverry T.,Gaubas V.,51,126,7,6,6,4,,,,,,,2,,13,10,Completed,1.23,4.05
2026-02-20,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Buse I.,Fonseca J.,91,38,5,7,6,3,6,4,,,,,2,1,17,14,Completed,4.08,1.23
2026-02-20,Rio Open,ATP500,Outdoor,Clay,2nd Round,3,Berrettini M.,Lajovic D.,57,129,3,6,6,4,6,2,,,,,2,1,15,12,Completed,1.34,3.21
2026-02-20,Rio Open,ATP500,Outdoor,Clay,Quarterfinals,3,Kopriva V.,Cerundolo J.M.,87,78,6,4,6,4,,,,,,,2,,12,8,Completed,1.74,2.07
2026-02-20,Rio Open,ATP500,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Faria J.,51,147,7,6,6,4,,,,,,,2,,13,10,Completed,1.31,3.38
2026-02-20,Rio Open,ATP500,Outdoor,Clay,Quarterfinals,3,Buse I.,Berrettini M.,91,57,6,3,2,6,6,3,,,,,2,1,14,12,Completed,2.66,1.46
2026-02-21,Rio Open,ATP500,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Tirante T.A.,68,92,7,6,6,7,6,1,,,,,2,1,19,14,Completed,1.56,2.36
2026-02-22,Rio Open,ATP500,Outdoor,Clay,Semifinals,3,Etcheverry T.,Kopriva V.,51,87,4,6,7,6,7,6,,,,,2,1,18,18,Completed,1.53,2.46
2026-02-22,Rio Open,ATP500,Outdoor,Clay,Semifinals,3,Tabilo A.,Buse I.,68,91,6,3,6,3,,,,,,,2,,12,6,Completed,1.64,2.23
2026-02-22,Rio Open,ATP500,Outdoor,Clay,The Final,3,Etcheverry T.,Tabilo A.,51,68,3,6,7,6,6,4,,,,,2,1,16,16,Completed,2.61,1.48
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Kecmanovic M.,Schoolkate T.,84,108,6,2,6,2,,,,,,,2,,12,4,Completed,1.3,3.48
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Altmaier D.,14,53,7,5,6,3,,,,,,,2,,13,8,Completed,1.13,5.77
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Ymer E.,29,190,6,3,6,4,,,,,,,2,,12,7,Completed,1.15,5.17
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Kypson P.,De Minaur A.,103,6,6,1,6,7,7,6,,,,,2,1,19,14,Completed,8.81,1.06
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Vacherot V.,Wong C.,27,125,4,6,6,3,6,2,,,,,2,1,16,11,Completed,1.43,2.74
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Kovacevic A.,Walton A.,75,87,7,6,7,6,,,,,,,2,,14,12,Completed,1.67,2.17
2026-02-24,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Jodar R.,Norrie C.,114,26,6,3,6,2,,,,,,,2,,12,5,Completed,2.21,1.64
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Svrcina D.,Duckworth J.,123,83,6,4,6,1,,,,,,,2,,12,5,Completed,1.63,2.24
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Cobolli F.,Pacheco Mendez R.,20,218,7,6,7,6,,,,,,,2,,14,12,Completed,1.22,4.14
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Atmane T.,Dimitrov G.,63,44,6,3,6,3,,,,,,,2,,12,6,Completed,2.94,1.38
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Bellucci M.,Hijikata R.,110,115,7,6,6,3,,,,,,,2,,13,9,Completed,1.99,1.79
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Moutet C.,4,35,6,2,6,4,,,,,,,2,,12,6,Completed,1.18,4.65
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Borges N.,28,48,6,4,6,4,,,,,,,2,,12,8,Completed,1.51,2.55
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Wu Y.,Ruud C.,142,12,7,6,7,6,,,,,,,2,,14,12,Completed,2.91,1.4
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Monfils G.,Dzumhur D.,170,60,6,4,7,6,,,,,,,2,,13,10,Completed,1.56,2.36
2026-02-25,Abierto Mexicano,ATP500,Outdoor,Hard,1st Round,3,Shimabukuro S.,Mannarino A.,130,51,6,3,6,4,,,,,,,2,,12,7,Completed,2.08,1.71
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Cobolli F.,Svrcina D.,20,123,6,4,6,4,,,,,,,2,,12,8,Completed,1.58,2.34
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Atmane T.,Jodar R.,63,114,6,2,4,6,6,1,,,,,2,1,16,9,Completed,2.84,1.41
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Zverev A.,84,4,6,3,6,7,7,6,,,,,2,1,19,16,Completed,4.56,1.19
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Nakashima B.,Kypson P.,29,103,6,4,6,4,,,,,,,2,,12,8,Completed,1.44,2.76
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Wu Y.,Shimabukuro S.,142,130,6,3,7,6,,,,,,,2,,13,9,Completed,1.31,3.41
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Kovacevic A.,28,75,6,4,3,6,7,6,,,,,2,1,16,16,Completed,1.34,3.19
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Bellucci M.,Davidovich Fokina A.,110,14,6,3,6,3,,,,,,,2,,12,6,Completed,4.68,1.18
2026-02-26,Abierto Mexicano,ATP500,Outdoor,Hard,2nd Round,3,Vacherot V.,Monfils G.,27,170,6,3,6,3,,,,,,,2,,12,6,Completed,1.32,3.33
2026-02-27,Abierto Mexicano,ATP500,Outdoor,Hard,Quarterfinals,3,Cobolli F.,Wu Y.,20,142,7,6,6,1,,,,,,,2,,13,7,Completed,2.17,1.67
2026-02-27,Abierto Mexicano,ATP500,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Atmane T.,84,63,6,3,6,3,,,,,,,2,,12,6,Completed,1.53,2.47
2026-02-27,Abierto Mexicano,ATP500,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Bellucci M.,28,110,6,3,6,4,,,,,,,2,,12,7,Completed,1.4,2.87
2026-02-27,Abierto Mexicano,ATP500,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Vacherot V.,29,27,2,6,6,2,6,3,,,,,2,1,14,11,Completed,1.75,2.05
