Datum,GameId,Saison,Heim,Gast,HeimTore,GastTore,HeimReg,GastReg,Ende,HeimSOG,GastSOG,HeimPIM,GastPIM,HeimTwId,HeimTw,GastTwId,GastTw
2024-10-04,2024020001,20242025,BUF,NJD,1,4,1,4,REG,31,23,4,8,8480045,U. Luukkonen,8474593,J. Markstrom
2024-10-05,2024020002,20242025,NJD,BUF,3,1,3,1,REG,37,18,9,13,8474596,J. Allen,8482221,D. Levi
2024-10-08,2024020003,20242025,SEA,STL,2,3,2,3,REG,32,25,13,11,8475831,P. Grubauer,8476412,J. Binnington
2024-10-08,2024020004,20242025,FLA,BOS,6,4,6,4,REG,35,28,15,19,8475683,S. Bobrovsky,8476914,J. Korpisalo
2024-10-08,2024020005,20242025,UTA,CHI,5,2,5,2,REG,27,26,11,17,8478971,C. Ingram,8475852,P. Mrazek
2024-10-09,2024020006,20242025,MTL,TOR,1,0,1,0,REG,27,48,8,10,8478470,S. Montembeault,8476932,A. Stolarz
2024-10-09,2024020007,20242025,PIT,NYR,0,6,0,6,REG,31,40,6,8,8477465,T. Jarry,8478048,I. Shesterkin
2024-10-09,2024020008,20242025,EDM,WPG,0,6,0,6,REG,30,20,6,2,8479973,S. Skinner,8476945,C. Hellebuyck
2024-10-09,2024020009,20242025,VAN,CGY,5,6,5,5,OT,24,26,15,17,8481668,A. Silovs,8478435,D. Vladar
2024-10-09,2024020010,20242025,VGK,COL,8,4,8,4,REG,21,32,6,6,8478499,A. Hill,8480382,A. Georgiev
2024-10-10,2024020011,20242025,BOS,MTL,6,4,6,4,REG,29,24,12,10,8480280,J. Swayman,8480051,C. Primeau
2024-10-10,2024020012,20242025,BUF,LAK,1,3,1,3,REG,33,23,35,15,8480045,U. Luukkonen,8475311,D. Kuemper
2024-10-10,2024020013,20242025,OTT,FLA,3,1,3,1,REG,31,32,4,6,8476999,L. Ullmark,8475683,S. Bobrovsky
2024-10-10,2024020014,20242025,DET,PIT,3,6,3,6,REG,32,28,4,10,8475660,C. Talbot,8482446,J. Blomqvist
2024-10-10,2024020015,20242025,NJD,TOR,2,4,2,4,REG,23,22,4,10,8474593,J. Markstrom,8483710,D. Hildeby
2024-10-10,2024020016,20242025,NYI,UTA,4,5,4,4,OT,27,26,4,10,8473575,S. Varlamov,8478971,C. Ingram
2024-10-10,2024020017,20242025,NSH,DAL,3,4,3,4,REG,36,20,6,10,8475809,S. Wedgewood,8479979,J. Oettinger
2024-10-10,2024020018,20242025,MIN,CBJ,3,2,3,2,REG,26,33,4,6,8479406,F. Gustavsson,8478007,E. Merzlikins
2024-10-10,2024020019,20242025,SJS,STL,4,5,4,4,OT,29,40,4,4,8478406,M. Blackwood,8480981,J. Hofer
2024-10-11,2024020020,20242025,CAR,TBL,1,4,1,4,REG,21,23,12,8,8475883,F. Andersen,8476883,A. Vasilevskiy
2024-10-11,2024020021,20242025,WPG,CHI,2,1,1,1,OT,35,26,2,4,8476945,C. Hellebuyck,8482821,A. Soderblom
2024-10-11,2024020022,20242025,VAN,PHI,2,3,2,2,SO,26,31,8,8,8480947,K. Lankinen,8481035,S. Ersson
2024-10-11,2024020023,20242025,VGK,STL,4,3,4,3,REG,28,22,4,4,8478499,A. Hill,8476412,J. Binnington
2024-10-12,2024020024,20242025,BOS,LAK,2,1,1,1,OT,26,34,10,10,8480280,J. Swayman,8475311,D. Kuemper
2024-10-12,2024020025,20242025,BUF,FLA,5,2,5,2,REG,27,25,6,8,8482221,D. Levi,8481519,S. Knight
2024-10-12,2024020026,20242025,TOR,PIT,4,2,4,2,REG,33,23,8,6,8476932,A. Stolarz,8482446,J. Blomqvist
2024-10-12,2024020027,20242025,MTL,OTT,4,1,4,1,REG,26,25,10,8,8478470,S. Montembeault,8476999,L. Ullmark
2024-10-12,2024020028,20242025,DET,NSH,3,0,3,0,REG,22,42,6,4,8475660,C. Talbot,8477424,J. Saros
2025-01-07,2024020029,20242025,TBL,CAR,3,2,3,2,REG,33,31,6,10,8476883,A. Vasilevskiy,8481611,P. Kochetkov
2024-10-12,2024020030,20242025,NYR,UTA,5,6,5,5,OT,34,26,26,26,8478048,I. Shesterkin,8478971,C. Ingram
2024-10-12,2024020031,20242025,WSH,NJD,3,5,3,5,REG,32,33,10,8,8479292,C. Lindgren,8474593,J. Markstrom
2024-10-12,2024020032,20242025,DAL,NYI,3,0,3,0,REG,27,34,0,4,8479979,J. Oettinger,8473575,S. Varlamov
2024-10-12,2024020033,20242025,MIN,SEA,4,5,4,4,SO,38,34,4,4,8470594,M. Fleury,8478916,J. Daccord
2024-10-12,2024020034,20242025,COL,CBJ,4,6,4,6,REG,30,23,18,10,8481020,J. Annunen,8480193,D. Tarasov
2024-10-12,2024020035,20242025,CGY,PHI,6,3,6,3,REG,32,40,15,27,8481692,D. Wolf,8478905,I. Fedotov
2024-10-12,2024020036,20242025,EDM,CHI,2,5,2,5,REG,38,20,6,6,8475717,C. Pickard,8475852,P. Mrazek
2024-10-12,2024020037,20242025,SJS,ANA,0,2,0,2,REG,30,30,12,8,8477970,V. Vanecek,8480843,L. Dostal
2024-10-13,2024020038,20242025,WPG,MIN,2,1,1,1,OT,35,27,6,4,8476945,C. Hellebuyck,8479406,F. Gustavsson
2024-10-13,2024020039,20242025,DAL,SEA,2,0,2,0,REG,23,25,10,8,8479193,C. DeSmith,8475831,P. Grubauer
2024-10-13,2024020040,20242025,EDM,CGY,1,4,1,4,REG,26,29,6,2,8479973,S. Skinner,8478435,D. Vladar
2024-10-13,2024020041,20242025,VGK,ANA,3,1,3,1,REG,32,23,2,8,8478492,I. Samsonov,8473503,J. Reimer
2024-10-14,2024020042,20242025,BOS,FLA,3,4,3,4,REG,27,26,21,19,8480280,J. Swayman,8475683,S. Bobrovsky
2024-10-14,2024020043,20242025,OTT,LAK,8,7,7,7,OT,41,26,17,17,8481544,M. Sogaard,8475311,D. Kuemper
2024-10-14,2024020044,20242025,NJD,UTA,3,0,3,0,REG,32,20,8,12,8474596,J. Allen,8478872,K. Vejmelka
2024-10-14,2024020045,20242025,NYR,DET,4,1,4,1,REG,28,32,8,10,8478048,I. Shesterkin,8479312,A. Lyon
2024-10-14,2024020046,20242025,MTL,PIT,3,6,3,6,REG,28,30,4,6,8478470,S. Montembeault,8477465,T. Jarry
2024-10-14,2024020047,20242025,COL,NYI,2,6,2,6,REG,34,37,4,6,8480382,A. Georgiev,8478009,I. Sorokin
2024-10-15,2024020048,20242025,TBL,VAN,4,1,4,1,REG,27,27,8,14,8476883,A. Vasilevskiy,8481668,A. Silovs
2024-10-15,2024020049,20242025,WSH,VGK,4,2,4,2,REG,22,26,8,6,8480313,L. Thompson,8478499,A. Hill
2024-10-15,2024020050,20242025,CAR,NJD,4,2,4,2,REG,31,26,6,2,8481611,P. Kochetkov,8474593,J. Markstrom
2024-10-15,2024020051,20242025,CBJ,FLA,3,4,3,4,REG,38,22,6,4,8478007,E. Merzlikins,8481519,S. Knight
2024-10-15,2024020052,20242025,STL,MIN,1,4,1,4,REG,28,27,10,4,8476412,J. Binnington,8479406,F. Gustavsson
2024-10-15,2024020053,20242025,NSH,SEA,3,7,3,7,REG,33,35,6,6,8477424,J. Saros,8478916,J. Daccord
2024-10-15,2024020054,20242025,DAL,SJS,3,2,2,2,SO,38,27,6,8,8479979,J. Oettinger,8478406,M. Blackwood
2024-10-15,2024020055,20242025,CGY,CHI,3,1,3,1,REG,27,32,4,6,8481692,D. Wolf,8475852,P. Mrazek
2024-10-15,2024020056,20242025,EDM,PHI,4,3,3,3,OT,31,30,20,18,8479973,S. Skinner,8481035,S. Ersson
2024-10-16,2024020057,20242025,PIT,BUF,6,5,5,5,OT,43,33,4,10,8482446,J. Blomqvist,8480045,U. Luukkonen
2024-10-16,2024020058,20242025,TOR,LAK,6,2,6,2,REG,26,34,8,8,8476932,A. Stolarz,8479496,D. Rittich
2024-10-16,2024020059,20242025,COL,BOS,3,5,3,5,REG,25,26,13,11,8480382,A. Georgiev,8476914,J. Korpisalo
2024-10-16,2024020060,20242025,ANA,UTA,5,4,4,4,OT,34,30,8,14,8480843,L. Dostal,8478971,C. Ingram
2024-10-17,2024020061,20242025,MTL,LAK,1,4,1,4,REG,27,32,4,10,8478470,S. Montembeault,8479496,D. Rittich
2024-10-17,2024020062,20242025,OTT,NJD,1,3,1,3,REG,31,35,4,6,8476341,A. Forsberg,8474593,J. Markstrom
2024-10-17,2024020063,20242025,DET,NYR,2,5,2,5,REG,31,34,12,14,8475660,C. Talbot,8471734,J. Quick
2024-10-17,2024020064,20242025,TBL,VGK,4,3,4,3,REG,25,25,6,2,8476883,A. Vasilevskiy,8478499,A. Hill
2024-10-17,2024020065,20242025,FLA,VAN,2,3,2,2,OT,28,33,9,9,8475683,S. Bobrovsky,8480947,K. Lankinen
2024-10-17,2024020066,20242025,WSH,DAL,3,2,3,2,REG,26,24,8,10,8479292,C. Lindgren,8479193,C. DeSmith
2024-10-17,2024020067,20242025,CBJ,BUF,6,4,6,4,REG,25,24,4,6,8480193,D. Tarasov,8482221,D. Levi
2024-10-17,2024020068,20242025,STL,NYI,1,0,0,0,OT,30,34,6,4,8480981,J. Hofer,8478009,I. Sorokin
2024-10-17,2024020069,20242025,NSH,EDM,2,4,2,4,REG,27,36,13,11,8477424,J. Saros,8475717,C. Pickard
2024-10-17,2024020070,20242025,CHI,SJS,4,2,4,2,REG,27,22,6,14,8475852,P. Mrazek,8477970,V. Vanecek
2024-10-17,2024020071,20242025,SEA,PHI,6,4,6,4,REG,29,25,15,19,8475831,P. Grubauer,8478905,I. Fedotov
2024-10-18,2024020072,20242025,PIT,CAR,1,4,1,4,REG,26,38,10,12,8482446,J. Blomqvist,8475883,F. Andersen
2024-10-18,2024020073,20242025,WPG,SJS,8,3,8,3,REG,36,22,4,12,8476945,C. Hellebuyck,8477970,V. Vanecek
2024-10-18,2024020074,20242025,COL,ANA,4,3,3,3,OT,49,19,6,8,8480382,A. Georgiev,8480843,L. Dostal
2024-10-19,2024020075,20242025,OTT,TBL,5,4,5,4,REG,28,29,10,14,8476341,A. Forsberg,8476883,A. Vasilevskiy
2024-10-19,2024020076,20242025,NSH,DET,2,5,2,5,REG,39,24,8,6,8477424,J. Saros,8479312,A. Lyon
2024-10-19,2024020077,20242025,DAL,EDM,4,1,4,1,REG,24,31,4,2,8479979,J. Oettinger,8479973,S. Skinner
2024-10-19,2024020078,20242025,FLA,VGK,4,3,3,3,OT,49,26,2,4,8475683,S. Bobrovsky,8478492,I. Samsonov
2024-10-19,2024020079,20242025,TOR,NYR,1,4,1,4,REG,35,29,4,6,8476932,A. Stolarz,8478048,I. Shesterkin
2024-10-19,2024020080,20242025,NJD,WSH,5,6,5,5,OT,31,37,9,9,8474593,J. Markstrom,8480313,L. Thompson
2024-10-19,2024020081,20242025,NYI,MTL,4,3,3,3,SO,36,24,2,12,8473575,S. Varlamov,8480051,C. Primeau
2024-10-19,2024020082,20242025,PHI,VAN,0,3,0,3,REG,26,32,6,8,8481035,S. Ersson,8480947,K. Lankinen
2024-10-19,2024020083,20242025,CBJ,MIN,1,3,1,3,REG,24,34,6,6,8480193,D. Tarasov,8479406,F. Gustavsson
2024-10-19,2024020084,20242025,STL,CAR,4,3,4,3,REG,19,40,10,14,8480981,J. Hofer,8481611,P. Kochetkov
2024-10-19,2024020085,20242025,CHI,BUF,2,4,2,4,REG,37,22,12,6,8482821,A. Soderblom,8480045,U. Luukkonen
2024-10-19,2024020086,20242025,UTA,BOS,2,1,1,1,OT,32,22,8,10,8478971,C. Ingram,8480280,J. Swayman
2024-10-19,2024020087,20242025,SEA,CGY,2,1,1,1,OT,23,22,6,10,8478916,J. Daccord,8478435,D. Vladar
2024-10-20,2024020088,20242025,WPG,PIT,6,3,6,3,REG,37,42,4,6,8477480,E. Comrie,8477968,A. Nedeljkovic
2024-10-20,2024020089,20242025,SJS,COL,1,4,1,4,REG,26,22,13,17,8477970,V. Vanecek,8481020,J. Annunen
2024-10-20,2024020090,20242025,ANA,LAK,1,4,1,4,REG,14,36,4,6,8480843,L. Dostal,8479496,D. Rittich
2024-10-21,2024020091,20242025,TOR,TBL,5,2,5,2,REG,29,34,17,13,8476932,A. Stolarz,8476883,A. Vasilevskiy
2024-10-22,2024020092,20242025,PHI,WSH,1,4,1,4,REG,18,29,17,13,8481035,S. Ersson,8479292,C. Lindgren
2024-10-22,2024020093,20242025,FLA,MIN,1,5,1,5,REG,25,22,4,0,8475683,S. Bobrovsky,8479406,F. Gustavsson
2024-10-22,2024020094,20242025,NJD,TBL,5,8,5,8,REG,35,37,6,8,8474596,J. Allen,8477992,J. Johansson
2024-10-22,2024020095,20242025,BUF,DAL,4,2,4,2,REG,25,30,6,2,8480045,U. Luukkonen,8479979,J. Oettinger
2024-10-22,2024020096,20242025,MTL,NYR,2,7,2,7,REG,23,45,25,15,8480051,C. Primeau,8478048,I. Shesterkin
2024-10-22,2024020097,20242025,CBJ,TOR,6,2,6,2,REG,38,28,10,12,8480193,D. Tarasov,8483710,D. Hildeby
2024-10-22,2024020098,20242025,NYI,DET,0,1,0,1,REG,30,11,2,6,8478009,I. Sorokin,8479312,A. Lyon
2024-10-22,2024020099,20242025,STL,WPG,2,3,2,3,REG,29,24,4,4,8476412,J. Binnington,8476945,C. Hellebuyck
2024-10-22,2024020100,20242025,CHI,VAN,3,6,3,6,REG,34,30,4,10,8475852,P. Mrazek,8480947,K. Lankinen
2024-10-22,2024020101,20242025,NSH,BOS,4,0,4,0,REG,42,33,13,17,8477424,J. Saros,8480280,J. Swayman
2024-10-22,2024020102,20242025,CGY,PIT,4,3,3,3,SO,25,38,8,8,8481692,D. Wolf,8477968,A. Nedeljkovic
2024-10-22,2024020103,20242025,EDM,CAR,2,3,2,2,OT,35,33,6,10,8479973,S. Skinner,8475883,F. Andersen
2024-10-22,2024020104,20242025,UTA,OTT,0,4,0,4,REG,31,22,6,8,8478872,K. Vejmelka,8476341,A. Forsberg
2024-10-22,2024020105,20242025,ANA,SJS,3,1,3,1,REG,40,28,6,14,8480843,L. Dostal,8478406,M. Blackwood
2024-10-22,2024020106,20242025,SEA,COL,2,3,2,3,REG,27,28,6,2,8475831,P. Grubauer,8481020,J. Annunen
2024-10-22,2024020107,20242025,VGK,LAK,6,1,6,1,REG,30,35,8,4,8478492,I. Samsonov,8479496,D. Rittich
2024-10-23,2024020108,20242025,WSH,PHI,6,3,6,3,REG,25,29,10,8,8480313,L. Thompson,8478905,I. Fedotov
2024-10-24,2024020109,20242025,BOS,DAL,2,5,2,5,REG,27,32,10,8,8480280,J. Swayman,8479193,C. DeSmith
2024-10-24,2024020110,20242025,TOR,STL,1,5,1,5,REG,41,27,6,10,8479361,J. Woll,8476412,J. Binnington
2024-10-24,2024020111,20242025,DET,NJD,5,3,5,3,REG,20,40,22,18,8475660,C. Talbot,8474593,J. Markstrom
2024-10-24,2024020112,20242025,TBL,MIN,2,4,2,4,REG,26,18,6,2,8476883,A. Vasilevskiy,8470594,M. Fleury
2024-10-24,2024020113,20242025,NYR,FLA,1,3,1,3,REG,25,29,4,8,8478048,I. Shesterkin,8475683,S. Bobrovsky
2024-10-24,2024020114,20242025,CGY,CAR,2,4,2,4,REG,32,43,10,8,8478435,D. Vladar,8481611,P. Kochetkov
2024-10-24,2024020115,20242025,UTA,COL,1,5,1,5,REG,26,26,8,6,8478872,K. Vejmelka,8481020,J. Annunen
2024-10-24,2024020116,20242025,SEA,WPG,3,4,3,3,OT,32,36,2,4,8478916,J. Daccord,8476945,C. Hellebuyck
2024-10-24,2024020117,20242025,LAK,SJS,3,2,3,2,REG,30,26,19,11,8479496,D. Rittich,8478406,M. Blackwood
2024-10-25,2024020118,20242025,VGK,OTT,6,4,6,4,REG,28,39,4,4,8478499,A. Hill,8476999,L. Ullmark
2024-10-25,2024020119,20242025,NJD,NYI,3,4,3,3,OT,36,30,13,9,8474596,J. Allen,8478009,I. Sorokin
2024-10-25,2024020120,20242025,CHI,NSH,2,3,2,3,REG,29,34,15,15,8475852,P. Mrazek,8477424,J. Saros
2024-10-25,2024020121,20242025,EDM,PIT,4,0,4,0,REG,50,27,9,7,8479973,S. Skinner,8482446,J. Blomqvist
2024-10-26,2024020122,20242025,BUF,DET,5,3,5,3,REG,39,25,4,8,8480045,U. Luukkonen,8479312,A. Lyon
2024-10-26,2024020123,20242025,PHI,MIN,7,5,7,5,REG,23,26,8,6,8481035,S. Ersson,8479406,F. Gustavsson
2024-10-26,2024020124,20242025,LAK,UTA,3,2,3,2,REG,23,26,6,6,8475311,D. Kuemper,8478971,C. Ingram
2024-10-26,2024020125,20242025,BOS,TOR,4,3,3,3,OT,34,23,8,12,8480280,J. Swayman,8476932,A. Stolarz
2024-10-26,2024020126,20242025,MTL,STL,5,2,5,2,REG,26,31,6,6,8478470,S. Montembeault,8476412,J. Binnington
2024-10-26,2024020127,20242025,TBL,WSH,3,0,3,0,REG,21,32,11,13,8476883,A. Vasilevskiy,8479292,C. Lindgren
2024-10-26,2024020128,20242025,NYR,ANA,2,1,2,1,REG,32,33,4,4,8471734,J. Quick,8480843,L. Dostal
2024-10-26,2024020129,20242025,CGY,WPG,3,5,3,5,REG,29,35,22,12,8481692,D. Wolf,8477480,E. Comrie
2024-10-26,2024020130,20242025,NYI,FLA,3,6,3,6,REG,28,29,4,6,8473575,S. Varlamov,8481519,S. Knight
2024-10-26,2024020131,20242025,NSH,CBJ,4,3,3,3,OT,33,28,6,6,8475809,S. Wedgewood,8480193,D. Tarasov
2024-10-26,2024020132,20242025,DAL,CHI,4,2,4,2,REG,30,24,6,4,8479979,J. Oettinger,8475852,P. Mrazek
2024-10-26,2024020133,20242025,VAN,PIT,4,3,4,3,REG,34,24,4,6,8480947,K. Lankinen,8477968,A. Nedeljkovic
2024-10-26,2024020134,20242025,VGK,SJS,7,3,7,3,REG,42,26,4,8,8478492,I. Samsonov,8477970,V. Vanecek
2024-10-26,2024020135,20242025,SEA,CAR,1,4,1,4,REG,19,39,12,6,8478916,J. Daccord,8475883,F. Andersen
2024-10-27,2024020136,20242025,DET,EDM,2,3,2,2,OT,26,34,9,7,8475660,C. Talbot,8475717,C. Pickard
2024-10-27,2024020137,20242025,NJD,ANA,6,2,6,2,REG,34,26,11,7,8474593,J. Markstrom,8473503,J. Reimer
2024-10-27,2024020138,20242025,PHI,MTL,3,4,3,4,REG,26,24,4,6,8482783,A. Kolosov,8480051,C. Primeau
2024-10-27,2024020139,20242025,COL,OTT,5,4,5,4,REG,32,30,2,2,8481020,J. Annunen,8476341,A. Forsberg
2024-10-28,2024020140,20242025,BUF,FLA,2,5,2,5,REG,28,31,12,10,8480045,U. Luukkonen,8475683,S. Bobrovsky
2024-10-28,2024020141,20242025,TBL,NSH,3,2,2,2,OT,27,37,8,6,8476883,A. Vasilevskiy,8477424,J. Saros
2024-10-28,2024020142,20242025,CBJ,EDM,6,1,6,1,REG,25,32,10,8,8478007,E. Merzlikins,8479973,S. Skinner
2024-10-28,2024020143,20242025,WPG,TOR,4,6,4,6,REG,23,36,4,8,8476945,C. Hellebuyck,8476932,A. Stolarz
2024-10-28,2024020144,20242025,COL,CHI,2,5,2,5,REG,26,26,6,8,8480382,A. Georgiev,8475852,P. Mrazek
2024-10-28,2024020145,20242025,UTA,SJS,4,5,4,4,OT,23,46,13,9,8478971,C. Ingram,8478406,M. Blackwood
2024-10-28,2024020146,20242025,VAN,CAR,3,4,3,3,OT,27,32,6,6,8480947,K. Lankinen,8481611,P. Kochetkov
2024-10-28,2024020147,20242025,VGK,CGY,5,0,5,0,REG,38,16,2,4,8478499,A. Hill,8478435,D. Vladar
2024-10-29,2024020148,20242025,BOS,PHI,0,2,0,2,REG,25,19,6,8,8476914,J. Korpisalo,8481035,S. Ersson
2024-10-29,2024020149,20242025,MTL,SEA,2,8,2,8,REG,30,23,26,12,8480051,C. Primeau,8478916,J. Daccord
2024-10-29,2024020150,20242025,OTT,STL,8,1,8,1,REG,35,27,12,10,8476999,L. Ullmark,8480981,J. Hofer
2024-10-29,2024020151,20242025,WSH,NYR,5,3,5,3,REG,46,19,11,13,8480313,L. Thompson,8478048,I. Shesterkin
2024-10-29,2024020152,20242025,NYI,ANA,1,3,1,3,REG,41,22,6,8,8478009,I. Sorokin,8480843,L. Dostal
2024-10-29,2024020153,20242025,PIT,MIN,3,5,3,5,REG,29,40,15,9,8482446,J. Blomqvist,8470594,M. Fleury
2024-10-29,2024020154,20242025,SJS,LAK,4,2,4,2,REG,21,28,8,8,8477970,V. Vanecek,8479496,D. Rittich
2024-10-30,2024020155,20242025,CBJ,NYI,2,0,2,0,REG,26,26,2,0,8478007,E. Merzlikins,8473575,S. Varlamov
2024-10-30,2024020156,20242025,DET,WPG,2,6,2,6,REG,21,29,4,6,8479312,A. Lyon,8476945,C. Hellebuyck
2024-10-30,2024020157,20242025,COL,TBL,2,5,2,5,REG,35,21,24,17,8478039,K. Kahkonen,8476883,A. Vasilevskiy
2024-10-30,2024020158,20242025,UTA,CGY,5,1,5,1,REG,28,31,8,10,8478971,C. Ingram,8481692,D. Wolf
2024-10-30,2024020159,20242025,VAN,NJD,0,6,0,6,REG,20,22,11,15,8481668,A. Silovs,8474593,J. Markstrom
2024-10-30,2024020160,20242025,LAK,VGK,6,3,6,3,REG,27,26,13,9,8475311,D. Kuemper,8478492,I. Samsonov
2024-10-31,2024020161,20242025,TOR,SEA,4,1,4,1,REG,30,25,6,4,8479361,J. Woll,8478916,J. Daccord
2024-10-31,2024020162,20242025,PHI,STL,2,1,2,1,REG,21,21,4,6,8481035,S. Ersson,8476412,J. Binnington
2024-10-31,2024020163,20242025,PIT,ANA,2,1,1,1,OT,45,23,2,6,8477968,A. Nedeljkovic,8480843,L. Dostal
2024-10-31,2024020164,20242025,WSH,MTL,6,3,6,3,REG,34,15,15,15,8479292,C. Lindgren,8480051,C. Primeau
2024-10-31,2024020165,20242025,CAR,BOS,8,2,8,2,REG,37,15,8,10,8481611,P. Kochetkov,8476914,J. Korpisalo
2024-10-31,2024020166,20242025,NSH,EDM,1,5,1,5,REG,27,29,12,16,8477424,J. Saros,8475717,C. Pickard
2024-10-31,2024020167,20242025,SJS,CHI,3,2,3,2,REG,29,29,6,2,8478406,M. Blackwood,8475852,P. Mrazek
2024-11-01,2024020168,20242025,DAL,FLA,4,6,4,6,REG,36,28,6,8,8479979,J. Oettinger,8475683,S. Bobrovsky
2024-11-01,2024020169,20242025,BUF,NYI,3,4,3,4,REG,35,36,15,15,8482221,D. Levi,8478009,I. Sorokin
2024-11-01,2024020170,20242025,NYR,OTT,2,1,2,1,REG,18,41,10,4,8478048,I. Shesterkin,8476999,L. Ullmark
2024-11-01,2024020171,20242025,CBJ,WPG,2,6,2,6,REG,22,44,4,4,8478007,E. Merzlikins,8477480,E. Comrie
2024-11-01,2024020172,20242025,MIN,TBL,5,3,5,3,REG,22,30,11,7,8479406,F. Gustavsson,8476883,A. Vasilevskiy
2024-11-01,2024020173,20242025,CGY,NJD,3,0,3,0,REG,32,22,13,25,8478435,D. Vladar,8474593,J. Markstrom
2024-11-02,2024020174,20242025,FLA,DAL,4,2,4,2,REG,25,25,15,15,8481519,S. Knight,8479193,C. DeSmith
2024-11-02,2024020175,20242025,PHI,BOS,0,3,0,3,REG,20,31,12,14,8482783,A. Kolosov,8476914,J. Korpisalo
2024-11-02,2024020176,20242025,LAK,CHI,3,4,3,3,SO,40,21,9,11,8475311,D. Kuemper,8475852,P. Mrazek
2024-11-02,2024020177,20242025,WSH,CBJ,7,2,7,2,REG,22,36,6,2,8480313,L. Thompson,8480193,D. Tarasov
2024-11-02,2024020178,20242025,OTT,SEA,3,0,3,0,REG,23,22,8,4,8476341,A. Forsberg,8475831,P. Grubauer
2024-11-02,2024020179,20242025,DET,BUF,2,1,2,1,REG,23,32,4,8,8475660,C. Talbot,8480045,U. Luukkonen
2024-11-02,2024020180,20242025,PIT,MTL,3,1,3,1,REG,24,26,11,13,8477968,A. Nedeljkovic,8478470,S. Montembeault
2024-11-02,2024020181,20242025,STL,TOR,4,2,4,2,REG,24,37,20,20,8476412,J. Binnington,8479361,J. Woll
2024-11-02,2024020182,20242025,NSH,COL,5,2,5,2,REG,26,31,8,6,8477424,J. Saros,8481020,J. Annunen
2024-11-02,2024020183,20242025,VGK,UTA,4,3,3,3,OT,35,19,5,7,8478499,A. Hill,8478971,C. Ingram
2024-11-02,2024020184,20242025,SJS,VAN,2,3,2,3,REG,23,28,4,4,8478406,M. Blackwood,8480947,K. Lankinen
2024-11-03,2024020185,20242025,NYR,NYI,5,2,5,2,REG,40,37,10,6,8478048,I. Shesterkin,8478009,I. Sorokin
2024-11-03,2024020186,20242025,WPG,TBL,7,4,7,4,REG,34,30,17,31,8476945,C. Hellebuyck,8477992,J. Johansson
2024-11-03,2024020187,20242025,BOS,SEA,2,0,2,0,REG,33,23,11,15,8480280,J. Swayman,8478916,J. Daccord
2024-11-03,2024020188,20242025,CAR,WSH,4,2,4,2,REG,45,21,8,6,8481611,P. Kochetkov,8479292,C. Lindgren
2024-11-03,2024020189,20242025,MIN,TOR,2,1,1,1,OT,33,28,6,8,8479406,F. Gustavsson,8476932,A. Stolarz
2024-11-03,2024020190,20242025,CGY,EDM,2,4,2,4,REG,31,31,6,6,8478435,D. Vladar,8479973,S. Skinner
2024-11-03,2024020191,20242025,ANA,CHI,2,4,2,4,REG,40,29,9,25,8480843,L. Dostal,8482821,A. Soderblom
2024-11-04,2024020192,20242025,NSH,LAK,0,3,0,3,REG,16,27,20,18,8477424,J. Saros,8475311,D. Kuemper
2024-11-04,2024020193,20242025,EDM,NJD,0,3,0,3,REG,31,16,2,4,8475717,C. Pickard,8474596,J. Allen
2024-11-05,2024020194,20242025,BUF,OTT,5,1,5,1,REG,34,38,21,21,8480045,U. Luukkonen,8476999,L. Ullmark
2024-11-05,2024020195,20242025,TOR,BOS,4,0,4,0,REG,27,29,12,16,8476932,A. Stolarz,8480280,J. Swayman
2024-11-05,2024020196,20242025,MTL,CGY,2,3,2,2,OT,24,35,2,6,8478470,S. Montembeault,8481692,D. Wolf
2024-11-05,2024020197,20242025,CAR,PHI,6,4,6,4,REG,35,16,6,4,8481611,P. Kochetkov,8482783,A. Kolosov
2024-11-05,2024020198,20242025,NYI,PIT,4,3,3,3,SO,26,35,6,8,8478009,I. Sorokin,8477968,A. Nedeljkovic
2024-11-05,2024020199,20242025,STL,TBL,3,2,3,2,REG,23,23,6,2,8476412,J. Binnington,8476883,A. Vasilevskiy
2024-11-05,2024020200,20242025,MIN,LAK,1,5,1,5,REG,24,28,4,8,8479406,F. Gustavsson,8479496,D. Rittich
2024-11-05,2024020201,20242025,WPG,UTA,3,0,3,0,REG,28,21,8,4,8476945,C. Hellebuyck,8478872,K. Vejmelka
2024-11-05,2024020202,20242025,COL,SEA,6,3,6,3,REG,32,20,6,18,8481020,J. Annunen,8475831,P. Grubauer
2024-11-05,2024020203,20242025,ANA,VAN,1,5,1,5,REG,22,37,10,8,8480843,L. Dostal,8480947,K. Lankinen
2024-11-05,2024020204,20242025,SJS,CBJ,2,1,1,1,OT,27,50,8,10,8477970,V. Vanecek,8478007,E. Merzlikins
2024-11-06,2024020205,20242025,WSH,NSH,3,2,3,2,REG,36,35,4,10,8480313,L. Thompson,8477424,J. Saros
2024-11-06,2024020206,20242025,CHI,DET,1,4,1,4,REG,29,25,4,4,8475852,P. Mrazek,8475660,C. Talbot
2024-11-06,2024020207,20242025,EDM,VGK,2,4,2,4,REG,29,35,4,2,8479973,S. Skinner,8478499,A. Hill
2024-11-07,2024020208,20242025,BOS,CGY,4,3,3,3,OT,38,37,10,8,8476914,J. Korpisalo,8481692,D. Wolf
