Datum,GameId,Saison,Heim,Gast,HeimTore,GastTore,HeimReg,GastReg,Ende,HeimSOG,GastSOG,HeimPIM,GastPIM,HeimTwId,HeimTw,GastTwId,GastTw
2024-12-17,2024020498,20242025,TBL,CBJ,5,3,5,3,REG,33,32,14,19,8476883,A. Vasilevskiy,8482982,J. Greaves
2024-12-17,2024020499,20242025,PIT,LAK,3,2,2,2,OT,31,31,6,6,8477968,A. Nedeljkovic,8475311,D. Kuemper
2024-12-17,2024020500,20242025,CAR,NYI,4,0,4,0,REG,29,32,4,6,8481611,P. Kochetkov,8478009,I. Sorokin
2024-12-17,2024020501,20242025,STL,NJD,1,4,1,4,REG,20,28,14,10,8476412,J. Binnington,8474593,J. Markstrom
2024-12-17,2024020502,20242025,NSH,NYR,2,0,2,0,REG,32,25,11,9,8477424,J. Saros,8478048,I. Shesterkin
2024-12-17,2024020503,20242025,CHI,WSH,3,2,3,2,REG,23,22,8,6,8482821,A. Soderblom,8480313,L. Thompson
2024-12-17,2024020504,20242025,CGY,BOS,3,4,3,3,OT,23,35,2,0,8481692,D. Wolf,8480280,J. Swayman
2024-12-17,2024020505,20242025,SEA,OTT,0,3,0,3,REG,30,27,8,10,8478916,J. Daccord,8476999,L. Ullmark
2024-12-17,2024020506,20242025,SJS,WPG,3,4,3,4,REG,35,33,4,6,8480382,A. Georgiev,8476945,C. Hellebuyck
2024-12-18,2024020507,20242025,DET,PHI,6,4,6,4,REG,24,19,2,6,8479312,A. Lyon,8481035,S. Ersson
2024-12-18,2024020508,20242025,DAL,TOR,3,5,3,5,REG,39,19,2,8,8479979,J. Oettinger,8479361,J. Woll
2024-12-18,2024020509,20242025,MIN,FLA,1,6,1,6,REG,27,33,16,16,8470594,M. Fleury,8475683,S. Bobrovsky
2024-12-18,2024020510,20242025,UTA,VAN,3,2,2,2,OT,31,26,6,6,8478872,K. Vejmelka,8477967,T. Demko
2024-12-18,2024020511,20242025,ANA,WPG,3,2,3,2,REG,31,23,8,6,8480843,L. Dostal,8477480,E. Comrie
2024-12-19,2024020512,20242025,TBL,STL,3,1,3,1,REG,18,32,9,11,8476883,A. Vasilevskiy,8476412,J. Binnington
2024-12-19,2024020513,20242025,PHI,LAK,3,7,3,7,REG,26,27,2,4,8482783,A. Kolosov,8475311,D. Kuemper
2024-12-19,2024020514,20242025,CBJ,NJD,4,2,4,2,REG,20,42,2,4,8478007,E. Merzlikins,8474596,J. Allen
2024-12-19,2024020515,20242025,NSH,PIT,4,5,4,4,OT,26,20,6,10,8477424,J. Saros,8477465,T. Jarry
2024-12-19,2024020516,20242025,CHI,SEA,3,1,3,1,REG,24,27,10,8,8482821,A. Soderblom,8478916,J. Daccord
2024-12-19,2024020517,20242025,CGY,OTT,2,3,2,2,OT,32,29,11,9,8478435,D. Vladar,8476999,L. Ullmark
2024-12-19,2024020518,20242025,EDM,BOS,3,2,2,2,OT,26,26,4,4,8479973,S. Skinner,8480280,J. Swayman
2024-12-19,2024020519,20242025,VGK,VAN,3,1,3,1,REG,21,20,4,2,8478499,A. Hill,8480947,K. Lankinen
2024-12-19,2024020520,20242025,SJS,COL,2,4,2,4,REG,34,31,10,8,8480382,A. Georgiev,8478406,M. Blackwood
2024-12-20,2024020521,20242025,BUF,TOR,3,6,3,6,REG,27,29,15,13,8473503,J. Reimer,8476899,M. Murray
2024-12-20,2024020522,20242025,DET,MTL,3,4,3,4,REG,28,33,4,8,8475660,C. Talbot,8478470,S. Montembeault
2024-12-20,2024020523,20242025,FLA,STL,2,1,1,1,OT,27,27,4,4,8475683,S. Bobrovsky,8480981,J. Hofer
2024-12-20,2024020524,20242025,WSH,CAR,3,1,3,1,REG,22,25,6,4,8479292,C. Lindgren,8481611,P. Kochetkov
2024-12-20,2024020525,20242025,DAL,NYR,1,3,1,3,REG,42,30,8,27,8479979,J. Oettinger,8478048,I. Shesterkin
2024-12-20,2024020526,20242025,MIN,UTA,1,2,1,2,REG,29,18,6,10,8470594,M. Fleury,8478872,K. Vejmelka
2024-12-20,2024020527,20242025,ANA,COL,2,4,2,4,REG,32,23,13,13,8476434,J. Gibson,8475809,S. Wedgewood
2024-12-21,2024020528,20242025,NSH,LAK,3,2,2,2,OT,26,24,2,4,8481020,J. Annunen,8475311,D. Kuemper
2024-12-21,2024020529,20242025,CGY,CHI,6,4,6,4,REG,30,28,32,36,8481692,D. Wolf,8475852,P. Mrazek
2024-12-21,2024020530,20242025,EDM,SJS,3,2,2,2,OT,42,22,2,4,8475717,C. Pickard,8482137,Y. Askarov
2024-12-21,2024020531,20242025,BOS,BUF,3,1,3,1,REG,19,20,6,6,8476914,J. Korpisalo,8473503,J. Reimer
2024-12-21,2024020532,20242025,TOR,NYI,3,6,3,6,REG,29,34,0,0,8479361,J. Woll,8478009,I. Sorokin
2024-12-21,2024020533,20242025,MTL,DET,5,1,5,1,REG,24,21,8,10,8478470,S. Montembeault,8479312,A. Lyon
2024-12-21,2024020534,20242025,NJD,PIT,3,0,3,0,REG,27,12,14,12,8474593,J. Markstrom,8477465,T. Jarry
2024-12-21,2024020535,20242025,PHI,CBJ,5,4,4,4,OT,30,25,4,8,8481035,S. Ersson,8478007,E. Merzlikins
2024-12-21,2024020536,20242025,WPG,MIN,5,0,5,0,REG,24,19,10,12,8476945,C. Hellebuyck,8482661,J. Wallstedt
2024-12-21,2024020537,20242025,VAN,OTT,4,5,4,4,OT,25,22,10,6,8480947,K. Lankinen,8482447,L. Meriläinen
2024-12-21,2024020538,20242025,VGK,SEA,6,2,6,2,REG,34,23,8,2,8478492,I. Samsonov,8475831,P. Grubauer
2024-12-22,2024020539,20242025,NYR,CAR,1,3,1,3,REG,23,33,10,8,8478048,I. Shesterkin,8481611,P. Kochetkov
2024-12-22,2024020540,20242025,TBL,FLA,2,4,2,4,REG,21,26,6,8,8476883,A. Vasilevskiy,8481519,S. Knight
2024-12-22,2024020541,20242025,WSH,LAK,3,1,3,1,REG,21,26,2,2,8480313,L. Thompson,8479496,D. Rittich
2024-12-22,2024020542,20242025,UTA,ANA,4,5,4,4,SO,25,30,12,10,8483530,J. Stauber,8480843,L. Dostal
2024-12-22,2024020543,20242025,COL,SEA,5,2,5,2,REG,29,19,2,8,8478406,M. Blackwood,8478916,J. Daccord
2024-12-22,2024020544,20242025,EDM,OTT,3,1,3,1,REG,21,21,4,12,8479973,S. Skinner,8482447,L. Meriläinen
2024-12-23,2024020545,20242025,NJD,NYR,5,0,5,0,REG,30,12,22,20,8474593,J. Markstrom,8471734,J. Quick
2024-12-23,2024020546,20242025,TOR,WPG,2,5,2,5,REG,25,27,9,11,8479361,J. Woll,8476945,C. Hellebuyck
2024-12-23,2024020547,20242025,BOS,WSH,4,1,4,1,REG,22,11,23,12,8480280,J. Swayman,8479292,C. Lindgren
2024-12-23,2024020548,20242025,DET,STL,0,4,0,4,REG,19,21,4,2,8475660,C. Talbot,8476412,J. Binnington
2024-12-23,2024020549,20242025,FLA,TBL,0,4,0,4,REG,36,29,26,37,8475683,S. Bobrovsky,8477992,J. Johansson
2024-12-23,2024020550,20242025,PIT,PHI,7,3,7,3,REG,22,27,0,6,8477465,T. Jarry,8481035,S. Ersson
2024-12-23,2024020551,20242025,CBJ,MTL,5,4,5,4,REG,32,31,4,6,8482982,J. Greaves,8478470,S. Montembeault
2024-12-23,2024020552,20242025,NYI,BUF,1,7,1,7,REG,28,25,12,8,8478009,I. Sorokin,8480045,U. Luukkonen
2024-12-23,2024020553,20242025,NSH,CAR,5,2,5,2,REG,25,27,4,6,8477424,J. Saros,8474682,D. Tokarski
2024-12-23,2024020554,20242025,MIN,CHI,4,3,4,3,REG,27,31,0,2,8479406,F. Gustavsson,8482821,A. Soderblom
2024-12-23,2024020555,20242025,VAN,SJS,4,3,4,3,REG,24,29,30,22,8477967,T. Demko,8482137,Y. Askarov
2024-12-23,2024020556,20242025,UTA,DAL,2,3,2,3,REG,26,29,6,4,8478872,K. Vejmelka,8479193,C. DeSmith
2024-12-23,2024020557,20242025,VGK,ANA,3,1,3,1,REG,33,32,8,6,8478499,A. Hill,8480843,L. Dostal
2024-12-27,2024020558,20242025,BUF,CHI,6,2,6,2,REG,35,17,4,4,8480045,U. Luukkonen,8482821,A. Soderblom
2024-12-27,2024020559,20242025,DET,TOR,2,5,2,5,REG,25,23,6,6,8475660,C. Talbot,8479361,J. Woll
2024-12-27,2024020560,20242025,NJD,CAR,4,2,4,2,REG,23,31,6,2,8474593,J. Markstrom,8481611,P. Kochetkov
2024-12-27,2024020561,20242025,CBJ,BOS,6,2,6,2,REG,33,26,4,6,8478007,E. Merzlikins,8476914,J. Korpisalo
2024-12-27,2024020562,20242025,STL,NSH,7,4,7,4,REG,30,30,15,15,8480981,J. Hofer,8477424,J. Saros
2024-12-27,2024020563,20242025,DAL,MIN,2,3,2,2,OT,29,18,2,6,8479979,J. Oettinger,8479406,F. Gustavsson
2024-12-27,2024020564,20242025,UTA,COL,1,4,1,4,REG,35,37,9,11,8478872,K. Vejmelka,8478406,M. Blackwood
2024-12-27,2024020565,20242025,SJS,VGK,3,6,3,6,REG,25,36,6,8,8480382,A. Georgiev,8478499,A. Hill
2024-12-28,2024020566,20242025,FLA,MTL,0,4,0,4,REG,34,25,7,7,8481519,S. Knight,8482487,J. Dobes
2024-12-28,2024020567,20242025,VAN,SEA,4,5,4,4,OT,22,29,8,6,8477967,T. Demko,8475831,P. Grubauer
2024-12-28,2024020568,20242025,ANA,PHI,1,3,1,3,REG,33,25,10,6,8480843,L. Dostal,8481035,S. Ersson
2024-12-28,2024020569,20242025,LAK,EDM,4,3,3,3,OT,29,27,4,2,8475311,D. Kuemper,8479973,S. Skinner
2024-12-28,2024020570,20242025,BOS,CBJ,4,0,4,0,REG,28,18,16,14,8480280,J. Swayman,8480193,D. Tarasov
2024-12-28,2024020571,20242025,TOR,WSH,2,5,2,5,REG,37,32,2,4,8476899,M. Murray,8480313,L. Thompson
2024-12-28,2024020572,20242025,TBL,NYR,6,2,6,2,REG,25,44,6,10,8476883,A. Vasilevskiy,8471734,J. Quick
2024-12-28,2024020573,20242025,CAR,NJD,5,2,5,2,REG,41,23,8,21,8474682,D. Tokarski,8474596,J. Allen
2024-12-28,2024020574,20242025,WPG,OTT,4,2,4,2,REG,23,35,8,6,8476945,C. Hellebuyck,8481544,M. Sogaard
2024-12-28,2024020575,20242025,NYI,PIT,6,3,6,3,REG,34,25,8,4,8478009,I. Sorokin,8477465,T. Jarry
2024-12-28,2024020576,20242025,SJS,CGY,1,3,1,3,REG,22,33,11,9,8482137,Y. Askarov,8481692,D. Wolf
2024-12-29,2024020577,20242025,CHI,DAL,1,5,1,5,REG,25,35,23,6,8482821,A. Soderblom,8479979,J. Oettinger
2024-12-29,2024020578,20242025,ANA,EDM,5,3,5,3,REG,32,23,8,12,8480843,L. Dostal,8475717,C. Pickard
2024-12-29,2024020579,20242025,DET,WSH,4,2,4,2,REG,27,27,8,8,8479312,A. Lyon,8479292,C. Lindgren
2024-12-29,2024020580,20242025,TBL,MTL,2,5,2,5,REG,23,37,4,6,8477992,J. Johansson,8478470,S. Montembeault
2024-12-29,2024020581,20242025,PIT,NYI,3,2,3,2,REG,41,31,4,4,8477968,A. Nedeljkovic,8477405,M. Hogberg
2024-12-29,2024020582,20242025,STL,BUF,2,4,2,4,REG,37,16,6,8,8476412,J. Binnington,8480045,U. Luukkonen
2024-12-29,2024020583,20242025,MIN,OTT,1,3,1,3,REG,31,37,11,11,8479406,F. Gustavsson,8482447,L. Meriläinen
2024-12-29,2024020584,20242025,VGK,CGY,3,0,3,0,REG,37,31,8,8,8478492,I. Samsonov,8478435,D. Vladar
2024-12-29,2024020585,20242025,LAK,PHI,5,4,5,4,REG,20,21,6,6,8479496,D. Rittich,8482783,A. Kolosov
2024-12-30,2024020586,20242025,FLA,NYR,5,3,5,3,REG,26,35,10,8,8475683,S. Bobrovsky,8478048,I. Shesterkin
2024-12-30,2024020587,20242025,WPG,NSH,3,0,3,0,REG,28,22,4,8,8476945,C. Hellebuyck,8477424,J. Saros
2024-12-30,2024020588,20242025,SEA,UTA,5,2,5,2,REG,33,30,6,8,8475831,P. Grubauer,8478872,K. Vejmelka
2024-12-31,2024020589,20242025,WSH,BOS,3,1,3,1,REG,27,27,10,10,8480313,L. Thompson,8480280,J. Swayman
2024-12-31,2024020590,20242025,TOR,NYI,3,1,3,1,REG,25,31,4,20,8479361,J. Woll,8478009,I. Sorokin
2024-12-31,2024020591,20242025,VGK,MTL,2,3,2,3,REG,29,22,0,2,8478499,A. Hill,8478470,S. Montembeault
2024-12-31,2024020592,20242025,CHI,STL,2,6,2,6,REG,30,28,13,15,8475852,P. Mrazek,8476412,J. Binnington
2024-12-31,2024020593,20242025,DET,PIT,4,2,4,2,REG,25,25,6,6,8479312,A. Lyon,8477968,A. Nedeljkovic
2024-12-31,2024020594,20242025,CBJ,CAR,4,3,3,3,SO,28,35,10,8,8478007,E. Merzlikins,8481611,P. Kochetkov
2024-12-31,2024020595,20242025,DAL,BUF,4,2,4,2,REG,33,23,0,2,8479193,C. DeSmith,8480045,U. Luukkonen
2024-12-31,2024020596,20242025,MIN,NSH,5,3,5,3,REG,38,46,16,35,8479406,F. Gustavsson,8481020,J. Annunen
2024-12-31,2024020597,20242025,COL,WPG,5,2,5,2,REG,38,22,0,2,8478406,M. Blackwood,8477480,E. Comrie
2024-12-31,2024020598,20242025,ANA,NJD,3,2,3,2,REG,26,34,10,12,8480843,L. Dostal,8474593,J. Markstrom
2024-12-31,2024020599,20242025,SJS,PHI,0,4,0,4,REG,22,34,8,4,8480382,A. Georgiev,8481035,S. Ersson
2024-12-31,2024020600,20242025,CGY,VAN,3,1,3,1,REG,29,24,25,25,8481692,D. Wolf,8480947,K. Lankinen
2024-12-31,2024020601,20242025,EDM,UTA,4,1,4,1,REG,38,27,6,8,8479973,S. Skinner,8483530,J. Stauber
2025-01-01,2024020602,20242025,LAK,NJD,3,0,3,0,REG,24,33,12,6,8475311,D. Kuemper,8474596,J. Allen
2025-01-02,2024020603,20242025,FLA,CAR,1,3,1,3,REG,26,40,6,4,8475683,S. Bobrovsky,8481611,P. Kochetkov
2025-01-02,2024020604,20242025,NYR,BOS,2,1,2,1,REG,27,33,2,2,8471734,J. Quick,8480280,J. Swayman
2025-01-02,2024020605,20242025,WSH,MIN,3,4,3,3,SO,31,33,4,6,8479292,C. Lindgren,8470594,M. Fleury
2025-01-02,2024020606,20242025,CBJ,DET,4,5,4,5,REG,25,26,10,0,8478007,E. Merzlikins,8475660,C. Talbot
2025-01-02,2024020607,20242025,NYI,TOR,1,2,1,2,REG,33,31,4,4,8478009,I. Sorokin,8479361,J. Woll
2025-01-02,2024020608,20242025,DAL,OTT,4,2,4,2,REG,25,13,8,10,8479979,J. Oettinger,8482447,L. Meriläinen
2025-01-02,2024020609,20242025,WPG,ANA,3,4,3,3,OT,30,24,0,4,8476945,C. Hellebuyck,8476434,J. Gibson
2025-01-02,2024020610,20242025,COL,BUF,6,5,5,5,OT,29,21,6,8,8475809,S. Wedgewood,8480045,U. Luukkonen
2025-01-02,2024020611,20242025,CGY,UTA,3,5,3,5,REG,26,26,18,18,8478435,D. Vladar,8478872,K. Vejmelka
2025-01-02,2024020612,20242025,VGK,PHI,5,2,5,2,REG,27,25,4,2,8478492,I. Samsonov,8482783,A. Kolosov
2025-01-02,2024020613,20242025,SEA,VAN,3,4,3,3,SO,27,22,6,6,8475831,P. Grubauer,8480947,K. Lankinen
2025-01-02,2024020614,20242025,SJS,TBL,2,1,2,1,REG,25,25,11,11,8482137,Y. Askarov,8476883,A. Vasilevskiy
2025-01-03,2024020615,20242025,FLA,PIT,3,2,2,2,SO,33,31,28,10,8481519,S. Knight,8477465,T. Jarry
2025-01-03,2024020616,20242025,CHI,MTL,4,2,4,2,REG,26,40,11,13,8482821,A. Soderblom,8478470,S. Montembeault
2025-01-03,2024020617,20242025,STL,OTT,4,0,4,0,REG,25,20,7,7,8476412,J. Binnington,8476341,A. Forsberg
2025-01-03,2024020618,20242025,EDM,ANA,3,2,3,2,REG,26,29,6,4,8479973,S. Skinner,8480843,L. Dostal
2025-01-03,2024020619,20242025,VAN,NSH,0,3,0,3,REG,27,19,9,11,8480947,K. Lankinen,8477424,J. Saros
2025-01-04,2024020620,20242025,WSH,NYR,7,4,7,4,REG,28,33,8,8,8480313,L. Thompson,8471734,J. Quick
2025-01-04,2024020621,20242025,WPG,DET,2,4,2,4,REG,23,29,6,4,8476945,C. Hellebuyck,8479312,A. Lyon
2025-01-04,2024020622,20242025,SJS,NJD,3,2,3,2,REG,24,30,2,8,8482137,Y. Askarov,8474593,J. Markstrom
2025-01-04,2024020623,20242025,TOR,BOS,6,4,6,4,REG,29,31,4,4,8479361,J. Woll,8480280,J. Swayman
2025-01-04,2024020624,20242025,CAR,MIN,0,4,0,4,REG,21,27,8,10,8481611,P. Kochetkov,8479406,F. Gustavsson
2025-01-04,2024020625,20242025,CBJ,STL,6,4,6,4,REG,39,33,9,9,8478007,E. Merzlikins,8480981,J. Hofer
2025-01-04,2024020626,20242025,COL,MTL,1,2,1,1,SO,23,23,8,12,8478406,M. Blackwood,8482487,J. Dobes
2025-01-04,2024020627,20242025,CGY,NSH,1,4,1,4,REG,32,28,11,13,8481692,D. Wolf,8481020,J. Annunen
2025-01-04,2024020628,20242025,DAL,UTA,3,2,2,2,OT,29,35,2,0,8479979,J. Oettinger,8478872,K. Vejmelka
2025-01-04,2024020629,20242025,LAK,TBL,2,1,2,1,REG,21,34,4,4,8475311,D. Kuemper,8476883,A. Vasilevskiy
2025-01-04,2024020630,20242025,VGK,BUF,3,1,3,1,REG,33,24,6,4,8478499,A. Hill,8473503,J. Reimer
2025-01-04,2024020631,20242025,SEA,EDM,2,4,2,4,REG,18,32,2,4,8475831,P. Grubauer,8475717,C. Pickard
2025-01-05,2024020632,20242025,CHI,NYR,2,6,2,6,REG,27,34,2,4,8482821,A. Soderblom,8475839,L. Domingue
2025-01-05,2024020633,20242025,BOS,NYI,4,5,4,4,OT,30,37,0,0,8476914,J. Korpisalo,8478009,I. Sorokin
2025-01-05,2024020634,20242025,CAR,PIT,4,3,3,3,OT,31,19,6,4,8474682,D. Tokarski,8477968,A. Nedeljkovic
2025-01-05,2024020635,20242025,TOR,PHI,3,2,2,2,OT,25,32,13,9,8483710,D. Hildeby,8478905,I. Fedotov
2025-01-05,2024020636,20242025,ANA,TBL,4,1,4,1,REG,26,37,4,2,8476434,J. Gibson,8477992,J. Johansson
2025-01-06,2024020637,20242025,BUF,WSH,4,3,3,3,SO,27,28,6,8,8480045,U. Luukkonen,8479292,C. Lindgren
2025-01-06,2024020638,20242025,MTL,VAN,5,4,4,4,OT,24,20,6,8,8478470,S. Montembeault,8480947,K. Lankinen
2025-01-06,2024020639,20242025,COL,FLA,3,1,3,1,REG,34,27,6,6,8478406,M. Blackwood,8475683,S. Bobrovsky
2025-01-06,2024020640,20242025,SEA,NJD,2,3,2,3,REG,24,29,5,7,8475831,P. Grubauer,8474593,J. Markstrom
2025-01-07,2024020641,20242025,BOS,EDM,0,4,0,4,REG,26,39,11,9,8480280,J. Swayman,8479973,S. Skinner
2025-01-07,2024020642,20242025,DET,OTT,3,2,2,2,OT,33,33,4,6,8475660,C. Talbot,8476341,A. Forsberg
2025-01-07,2024020643,20242025,NYR,DAL,4,5,4,4,OT,26,39,4,4,8471734,J. Quick,8479979,J. Oettinger
2025-01-07,2024020644,20242025,PHI,TOR,2,3,2,3,REG,32,17,15,13,8478905,I. Fedotov,8479361,J. Woll
2025-01-07,2024020645,20242025,PIT,CBJ,3,4,3,3,SO,23,29,4,2,8477465,T. Jarry,8478007,E. Merzlikins
2025-01-07,2024020646,20242025,MIN,STL,6,4,6,4,REG,26,33,2,0,8470594,M. Fleury,8476412,J. Binnington
2025-01-07,2024020647,20242025,WPG,NSH,5,2,5,2,REG,30,28,16,4,8476945,C. Hellebuyck,8477424,J. Saros
2025-01-07,2024020648,20242025,ANA,CGY,2,3,2,2,OT,28,33,19,6,8476434,J. Gibson,8481692,D. Wolf
2025-01-07,2024020649,20242025,SJS,VGK,2,4,2,4,REG,21,42,2,4,8480382,A. Georgiev,8478492,I. Samsonov
2025-01-08,2024020650,20242025,WSH,VAN,2,1,1,1,OT,18,31,14,10,8480313,L. Thompson,8480947,K. Lankinen
2025-01-08,2024020651,20242025,CHI,COL,3,1,3,1,REG,20,36,4,2,8475852,P. Mrazek,8481529,T. Miner
2025-01-08,2024020652,20242025,UTA,FLA,1,4,1,4,REG,26,33,6,10,8478872,K. Vejmelka,8475683,S. Bobrovsky
2025-04-17,2024020653,20242025,LAK,CGY,1,5,1,5,REG,31,29,4,6,8479496,D. Rittich,8478435,D. Vladar
2025-01-09,2024020654,20242025,OTT,BUF,0,4,0,4,REG,35,21,15,15,8476341,A. Forsberg,8480045,U. Luukkonen
2025-01-09,2024020655,20242025,TBL,BOS,4,1,4,1,REG,31,28,24,27,8476883,A. Vasilevskiy,8480280,J. Swayman
2025-01-09,2024020656,20242025,NYR,NJD,3,2,2,2,OT,32,23,6,6,8478048,I. Shesterkin,8474593,J. Markstrom
2025-01-09,2024020657,20242025,PHI,DAL,1,4,1,4,REG,28,23,2,4,8481035,S. Ersson,8479193,C. DeSmith
2025-01-09,2024020658,20242025,PIT,EDM,5,3,5,3,REG,26,43,8,4,8477968,A. Nedeljkovic,8479973,S. Skinner
2025-01-09,2024020659,20242025,CAR,TOR,6,3,6,3,REG,34,33,4,6,8481611,P. Kochetkov,8479361,J. Woll
2025-01-09,2024020660,20242025,CBJ,SEA,6,2,6,2,REG,24,31,6,2,8478007,E. Merzlikins,8475831,P. Grubauer
2025-01-09,2024020661,20242025,STL,ANA,6,2,6,2,REG,34,23,6,4,8480981,J. Hofer,8476434,J. Gibson
2025-01-09,2024020662,20242025,MIN,COL,1,6,1,6,REG,25,27,6,6,8479406,F. Gustavsson,8478406,M. Blackwood
2025-01-09,2024020663,20242025,VGK,NYI,0,4,0,4,REG,30,21,2,2,8478499,A. Hill,8478009,I. Sorokin
2025-01-10,2024020664,20242025,DET,CHI,5,3,5,3,REG,28,15,0,8,8475660,C. Talbot,8475852,P. Mrazek
2025-01-10,2024020665,20242025,WSH,MTL,2,3,2,2,OT,17,30,6,8,8480313,L. Thompson,8482487,J. Dobes
2025-01-10,2024020666,20242025,CAR,VAN,2,0,2,0,REG,20,14,8,8,8474682,D. Tokarski,8477967,T. Demko
2025-01-10,2024020667,20242025,WPG,LAK,1,2,1,1,OT,19,23,6,4,8477480,E. Comrie,8475311,D. Kuemper
2025-01-10,2024020668,20242025,UTA,SJS,2,1,2,1,REG,26,19,6,2,8478872,K. Vejmelka,8480382,A. Georgiev
2025-01-11,2024020669,20242025,FLA,BOS,3,4,3,3,OT,43,18,14,10,8475683,S. Bobrovsky,8480280,J. Swayman
2025-01-11,2024020670,20242025,BUF,SEA,2,6,2,6,REG,35,29,15,17,8480045,U. Luukkonen,8478916,J. Daccord
2025-01-11,2024020671,20242025,PIT,OTT,0,5,0,5,REG,29,22,14,20,8477465,T. Jarry,8482447,L. Meriläinen
2025-01-11,2024020672,20242025,TOR,VAN,0,3,0,3,REG,20,18,0,6,8483710,D. Hildeby,8480947,K. Lankinen
2025-01-11,2024020673,20242025,MTL,DAL,1,2,1,1,SO,31,36,4,8,8478470,S. Montembeault,8479979,J. Oettinger
2025-01-11,2024020674,20242025,NJD,TBL,3,2,2,2,OT,26,25,6,4,8474593,J. Markstrom,8476883,A. Vasilevskiy
2025-01-11,2024020675,20242025,PHI,ANA,6,0,6,0,REG,30,22,14,28,8481035,S. Ersson,8476434,J. Gibson
2025-01-11,2024020676,20242025,CHI,EDM,3,4,3,4,REG,22,34,4,4,8482821,A. Soderblom,8475717,C. Pickard
2025-01-11,2024020677,20242025,STL,CBJ,1,2,1,2,REG,32,30,4,6,8476412,J. Binnington,8482982,J. Greaves
2025-01-11,2024020678,20242025,WPG,COL,3,0,3,0,REG,29,22,4,0,8476945,C. Hellebuyck,8478406,M. Blackwood
2025-01-11,2024020679,20242025,NSH,WSH,1,4,1,4,REG,33,16,4,6,8477424,J. Saros,8480313,L. Thompson
2025-01-11,2024020680,20242025,UTA,NYI,1,2,1,2,REG,22,32,8,6,8478971,C. Ingram,8477405,M. Hogberg
2025-01-11,2024020681,20242025,CGY,LAK,2,1,2,1,REG,18,32,18,20,8481692,D. Wolf,8479496,D. Rittich
2025-01-11,2024020682,20242025,VGK,NYR,1,2,1,2,REG,30,26,2,6,8478492,I. Samsonov,8478048,I. Shesterkin
2025-01-11,2024020683,20242025,SJS,MIN,1,3,1,3,REG,37,22,0,4,8482137,Y. Askarov,8470594,M. Fleury
2025-01-12,2024020684,20242025,DET,SEA,6,2,6,2,REG,23,33,6,12,8475660,C. Talbot,8478916,J. Daccord
2025-01-12,2024020685,20242025,OTT,DAL,3,2,3,2,REG,27,26,8,6,8482447,L. Meriläinen,8479193,C. DeSmith
2025-01-12,2024020686,20242025,PIT,TBL,2,5,2,5,REG,33,19,2,8,8477465,T. Jarry,8477992,J. Johansson
2025-01-12,2024020687,20242025,CAR,ANA,2,3,2,2,OT,37,20,4,4,8481611,P. Kochetkov,8480843,L. Dostal
2025-01-12,2024020688,20242025,VGK,MIN,4,1,4,1,REG,37,16,9,15,8478499,A. Hill,8479406,F. Gustavsson
2025-01-13,2024020689,20242025,PHI,FLA,4,3,4,3,REG,29,23,6,14,8481035,S. Ersson,8475683,S. Bobrovsky
2025-01-13,2024020690,20242025,CHI,CGY,2,5,2,5,REG,25,36,6,15,8475852,P. Mrazek,8481692,D. Wolf
2025-01-13,2024020691,20242025,EDM,LAK,1,0,1,0,REG,30,30,4,6,8479973,S. Skinner,8475311,D. Kuemper
2025-01-14,2024020692,20242025,BOS,TBL,6,2,6,2,REG,24,45,16,18,8480280,J. Swayman,8476883,A. Vasilevskiy
2025-01-14,2024020693,20242025,TOR,DAL,1,4,1,4,REG,28,23,6,4,8479361,J. Woll,8479979,J. Oettinger
2025-01-14,2024020694,20242025,DET,SJS,3,6,3,6,REG,28,24,2,4,8478024,V. Husso,8480382,A. Georgiev
2025-01-14,2024020695,20242025,NJD,FLA,1,2,1,1,SO,27,28,4,6,8474593,J. Markstrom,8481519,S. Knight
2025-01-14,2024020696,20242025,PIT,SEA,2,4,2,4,REG,33,18,4,12,8477465,T. Jarry,8478916,J. Daccord
2025-01-14,2024020697,20242025,WSH,ANA,3,0,3,0,REG,25,19,2,4,8480313,L. Thompson,8476434,J. Gibson
2025-01-14,2024020698,20242025,CBJ,PHI,3,2,2,2,SO,28,25,6,4,8480193,D. Tarasov,8478905,I. Fedotov
2025-01-14,2024020699,20242025,NYI,OTT,0,2,0,2,REG,24,27,7,7,8477405,M. Hogberg,8482447,L. Meriläinen
2025-01-14,2024020700,20242025,STL,CGY,2,1,2,1,REG,25,28,4,4,8476412,J. Binnington,8478435,D. Vladar
2025-01-14,2024020701,20242025,NSH,VGK,5,3,5,3,REG,23,22,4,2,8481020,J. Annunen,8478492,I. Samsonov
2025-01-14,2024020702,20242025,WPG,VAN,6,1,6,1,REG,33,24,4,6,8476945,C. Hellebuyck,8480947,K. Lankinen
2025-01-14,2024020703,20242025,COL,NYR,3,2,2,2,OT,26,29,6,6,8478406,M. Blackwood,8478048,I. Shesterkin
2025-01-14,2024020704,20242025,UTA,MTL,3,5,3,5,REG,25,27,18,24,8478872,K. Vejmelka,8478470,S. Montembeault
2025-01-15,2024020705,20242025,BUF,CAR,4,2,4,2,REG,24,37,6,2,8480045,U. Luukkonen,8474682,D. Tokarski
2025-01-15,2024020706,20242025,MIN,EDM,3,5,3,5,REG,34,36,4,6,8479406,F. Gustavsson,8475717,C. Pickard
