Datum,GamePk,Park,Heim,Gast,HeimF5,GastF5,HeimI1,GastI1,HeimR,GastR,HeimHits,GastHits,HeimHitsF5,GastHitsF5,HeimStarterId,HeimStarter,GastStarterId,GastStarter
2024-08-24,745457,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2,8,0,4,2,10,3,12,3,7,663765,Jake Woodford,687924,Julian Aguiar
2024-08-24,746599,Progressive Field,Cleveland Guardians,Texas Rangers,9,1,1,1,13,5,16,9,11,3,594902,Ben Lively,592351,Jon Gray
2024-08-24,745868,Target Field,Minnesota Twins,St. Louis Cardinals,5,0,0,0,6,0,9,5,7,4,641154,Pablo López,543243,Sonny Gray
2024-08-24,746271,Kauffman Stadium,Kansas City Royals,Philadelphia Phillies,1,2,0,0,2,11,5,18,4,8,663903,Brady Singer,624133,Ranger Suarez
2024-08-24,746756,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,3,9,0,1,4,13,12,14,8,10,681066,Ky Bush,669373,Tarik Skubal
2024-08-24,747077,Truist Park,Atlanta Braves,Washington Nationals,1,2,0,0,4,2,11,10,3,7,450203,Charlie Morton,663623,Jake Irvin
2024-08-24,745377,Petco Park,San Diego Padres,New York Mets,1,5,0,1,1,7,6,5,3,3,650633,Michael King,656849,David Peterson
2024-08-24,746108,Dodger Stadium,Los Angeles Dodgers,Tampa Bay Rays,6,5,0,4,8,9,8,15,6,9,477132,Clayton Kershaw,671737,Taj Bradley
2024-08-25,747078,Truist Park,Atlanta Braves,Washington Nationals,0,1,0,1,1,5,4,8,1,3,625643,Reynaldo López,687792,DJ Herz
2024-08-25,746918,Fenway Park,Boston Red Sox,Arizona Diamondbacks,4,3,1,0,5,7,9,10,7,5,656557,Tanner Houck,518876,Merrill Kelly
2024-08-25,745459,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2,0,1,0,4,3,10,8,7,2,682847,Luis Ortiz,607259,Nick Martinez
2024-08-25,745706,Yankee Stadium,New York Yankees,Colorado Rockies,4,3,2,1,10,3,12,6,6,5,573186,Marcus Stroman,596295,Austin Gomber
2024-08-25,744892,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,2,1,0,0,8,2,7,3,4,2,592332,Kevin Gausman,542881,Tyler Anderson
2024-08-25,746595,Progressive Field,Cleveland Guardians,Texas Rangers,2,1,1,0,4,2,5,4,2,3,571510,Matthew Boyd,674003,Cody Bradford
2024-08-25,746023,loanDepot park,Miami Marlins,Chicago Cubs,3,1,2,0,7,2,11,6,5,4,670124,Adam Oller,665871,Javier Assad
2024-08-25,745863,Target Field,Minnesota Twins,St. Louis Cardinals,1,1,1,0,2,3,6,8,2,4,805673,Zebby Matthews,607200,Erick Fedde
2024-08-25,746263,Kauffman Stadium,Kansas City Royals,Philadelphia Phillies,2,3,0,0,3,11,10,16,8,8,607625,Seth Lugo,663465,Kolby Allard
2024-08-25,746754,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,3,5,2,0,4,9,9,14,5,9,686563,Jonathan Cannon,689225,Beau Brieske
2024-08-25,745618,Oakland Coliseum,Oakland Athletics,Milwaukee Brewers,4,2,0,0,4,3,5,4,4,2,683155,Joey Estes,593423,Frankie Montas
2024-08-25,745376,Petco Park,San Diego Padres,New York Mets,0,1,0,0,3,2,7,7,2,6,527048,Martín Pérez,500779,Jose Quintana
2024-08-25,745212,T-Mobile Park,Seattle Mariners,San Francisco Giants,2,2,1,2,4,3,7,5,4,3,693433,Bryan Woo,592662,Robbie Ray
2024-08-25,746106,Dodger Stadium,Los Angeles Dodgers,Tampa Bay Rays,1,0,0,0,3,1,5,5,2,1,694813,Gavin Stone,682052,Jacob Lopez
2024-08-25,746994,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,3,3,0,0,3,6,2,10,2,7,665152,Dean Kremer,579328,Yusei Kikuchi
2024-08-26,746628,Progressive Field,Cleveland Guardians,Kansas City Royals,2,3,0,0,3,4,7,6,3,3,680704,Nick Sandlin,666142,Cole Ragans
2024-08-26,746596,Progressive Field,Cleveland Guardians,Kansas City Royals,4,5,3,0,4,9,7,15,5,8,671106,Logan Allen,679525,Alec Marsh
2024-06-26,746942,Fenway Park,Boston Red Sox,Toronto Blue Jays,0,0,0,0,1,4,4,6,1,1,601713,Nick Pivetta,621114,Ryan Burr
2024-08-26,745458,PNC Park,Pittsburgh Pirates,Chicago Cubs,2,3,0,0,8,18,13,21,4,7,656605,Mitch Keller,592791,Jameson Taillon
2024-08-26,745538,Citizens Bank Park,Philadelphia Phillies,Houston Astros,1,2,0,0,3,2,9,8,4,6,554430,Zack Wheeler,669854,Ronel Blanco
2024-08-26,744813,Nationals Park,Washington Nationals,New York Yankees,0,2,0,1,2,5,5,12,1,5,680730,Mitchell Parker,641482,Nestor Cortes
2024-08-26,746915,Fenway Park,Boston Red Sox,Toronto Blue Jays,1,5,0,0,3,7,9,9,6,5,677161,Zack Kelly,621244,José Berríos
2024-08-26,745865,Target Field,Minnesota Twins,Atlanta Braves,3,9,1,4,6,10,9,13,4,9,641927,Bailey Ober,608331,Max Fried
2024-08-26,745133,Busch Stadium,St. Louis Cardinals,San Diego Padres,2,7,0,2,4,7,11,8,6,6,502043,Kyle Gibson,681190,Randy Vásquez
2024-08-26,746753,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,2,1,1,0,3,6,6,13,4,7,663436,Davis Martin,680744,Ty Madden
2024-08-26,746513,Coors Field,Colorado Rockies,Miami Marlins,2,2,0,0,3,2,6,9,5,7,663372,Ryan Feltner,665795,Edward Cabrera
2024-08-26,745215,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,5,1,0,0,5,1,7,2,7,2,682243,Bryce Miller,686752,Ryan Pepiot
2024-08-27,746429,Comerica Park,Detroit Tigers,Los Angeles Angels,3,2,0,1,6,2,6,5,4,4,676428,Brant Hurter,456501,Johnny Cueto
2024-08-27,746594,Progressive Field,Cleveland Guardians,Kansas City Royals,1,2,0,0,1,6,3,9,3,3,668909,Gavin Williams,547179,Michael Lorenzen
2024-08-27,746671,Great American Ball Park,Cincinnati Reds,Oakland Athletics,1,0,0,0,4,5,11,8,4,0,596001,Jakob Junis,687765,Mitch Spence
2024-08-27,745461,PNC Park,Pittsburgh Pirates,Chicago Cubs,2,9,2,0,5,9,10,7,6,7,683003,Jared Jones,657006,Justin Steele
2024-08-27,745540,Citizens Bank Park,Philadelphia Phillies,Houston Astros,4,0,0,0,5,0,11,6,7,4,605400,Aaron Nola,434378,Justin Verlander
2024-08-27,744811,Nationals Park,Washington Nationals,New York Yankees,3,0,0,0,4,2,7,8,6,2,571578,Patrick Corbin,543037,Gerrit Cole
2024-08-27,746916,Fenway Park,Boston Red Sox,Toronto Blue Jays,6,1,3,0,6,3,9,11,8,7,681867,Cooper Criswell,684320,Yariel Rodríguez
2024-08-27,745864,Target Field,Minnesota Twins,Atlanta Braves,0,4,0,0,6,8,14,11,5,4,680573,Simeon Woods Richardson,680885,Spencer Schwellenbach
2024-08-27,745132,Busch Stadium,St. Louis Cardinals,San Diego Padres,5,4,2,0,5,7,11,10,9,6,571945,Miles Mikolas,656302,Dylan Cease
2024-08-27,746755,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,1,1,0,1,1,3,7,11,5,5,623167,Chris Flexen,571760,Andrew Heaney
2024-08-27,745946,American Family Field,Milwaukee Brewers,San Francisco Giants,2,3,0,0,4,5,7,6,3,3,668964,Tobias Myers,657277,Logan Webb
2024-08-27,746510,Coors Field,Colorado Rockies,Miami Marlins,6,2,4,0,8,9,13,12,10,5,615698,Cal Quantrill,682610,Roddery Muñoz
2024-08-27,747162,Chase Field,Arizona Diamondbacks,New York Mets,0,8,0,0,3,8,7,13,1,8,694297,Brandon Pfaadt,640455,Sean Manaea
2024-08-27,745213,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,0,0,0,0,2,3,5,8,1,2,669302,Logan Gilbert,605488,Jeffrey Springs
2024-08-27,746105,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,2,3,0,0,2,3,7,7,5,5,656427,Jack Flaherty,608344,Cole Irvin
2024-08-28,745452,PNC Park,Pittsburgh Pirates,Chicago Cubs,10,3,1,1,10,14,16,16,14,5,694973,Paul Skenes,543294,Kyle Hendricks
2024-08-28,746589,Progressive Field,Cleveland Guardians,Kansas City Royals,2,3,1,2,7,5,13,11,5,6,676440,Tanner Bibee,608379,Michael Wacha
2024-08-28,745541,Citizens Bank Park,Philadelphia Phillies,Houston Astros,0,6,0,1,0,10,3,18,0,12,592836,Taijuan Walker,681293,Spencer Arrighetti
2024-08-28,745211,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,5,1,0,0,6,2,9,6,7,3,622491,Luis Castillo,656876,Drew Rasmussen
2024-08-27,746755,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,1,1,0,1,1,3,7,11,5,5,623167,Chris Flexen,571760,Andrew Heaney
2024-08-28,746430,Comerica Park,Detroit Tigers,Los Angeles Angels,3,0,0,0,3,2,5,6,5,4,669438,Mason Englert,656288,Griffin Canning
2024-08-28,746672,Great American Ball Park,Cincinnati Reds,Oakland Athletics,0,2,0,1,6,9,8,13,1,4,518585,Fernando Cruz,674370,Osvaldo Bido
2024-08-28,744809,Nationals Park,Washington Nationals,New York Yankees,5,2,2,0,5,2,10,7,8,5,669022,MacKenzie Gore,607074,Carlos Rodón
2024-08-28,746913,Fenway Park,Boston Red Sox,Toronto Blue Jays,1,0,1,0,3,0,7,2,3,1,678394,Brayan Bello,605135,Chris Bassitt
2024-08-28,745866,Target Field,Minnesota Twins,Atlanta Braves,0,1,0,1,1,5,7,8,2,2,701581,David Festa,519242,Chris Sale
2024-08-28,745134,Busch Stadium,St. Louis Cardinals,San Diego Padres,3,2,0,2,4,3,11,10,6,8,669467,Andre Pallante,605397,Joe Musgrove
2024-08-28,746752,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,3,3,2,0,3,4,10,10,7,7,641582,Matt Foster,683004,Jack Leiter
2024-08-28,745943,American Family Field,Milwaukee Brewers,San Francisco Giants,5,0,0,0,5,3,7,7,4,1,642547,Freddy Peralta,690986,Kyle Harrison
2024-08-28,746512,Coors Field,Colorado Rockies,Miami Marlins,3,2,0,0,8,2,9,8,4,6,607536,Kyle Freeland,676974,Max Meyer
2024-08-28,747161,Chase Field,Arizona Diamondbacks,New York Mets,4,4,0,0,8,5,9,6,8,4,593958,Eduardo Rodriguez,622663,Luis Severino
2024-08-28,746103,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,6,4,1,0,6,4,5,7,5,5,621111,Walker Buehler,669203,Corbin Burnes
2024-08-29,746432,Comerica Park,Detroit Tigers,Los Angeles Angels,0,3,0,0,0,3,8,7,3,5,672456,Keider Montero,686799,Jack Kochanowicz
2024-08-29,746748,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,0,1,0,0,1,2,3,7,1,2,680897,Nick Nastrini,543135,Nathan Eovaldi
2024-08-29,745945,American Family Field,Milwaukee Brewers,San Francisco Giants,6,0,0,0,6,0,8,2,7,2,650644,Aaron Civale,806185,Hayden Birdsong
2024-08-29,745135,Busch Stadium,St. Louis Cardinals,San Diego Padres,2,1,0,0,4,1,11,3,7,3,543243,Sonny Gray,650633,Michael King
2024-08-29,746514,Coors Field,Colorado Rockies,Miami Marlins,6,8,0,0,8,12,12,18,8,10,687134,Bradley Blalock,678368,Valente Bellozo
2024-08-29,747159,Chase Field,Arizona Diamondbacks,New York Mets,2,1,0,0,2,3,7,10,5,5,669194,Ryne Nelson,656849,David Peterson
2024-08-29,746670,Great American Ball Park,Cincinnati Reds,Oakland Athletics,4,6,0,2,10,9,8,14,4,10,687924,Julian Aguiar,669372,J.T. Ginn
2024-08-29,745531,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,0,3,0,0,5,4,7,7,2,5,650911,Cristopher Sánchez,450203,Charlie Morton
2024-08-29,746914,Fenway Park,Boston Red Sox,Toronto Blue Jays,0,1,0,0,0,2,2,7,0,4,676710,Kutter Crawford,670102,Bowden Francis
2024-08-29,746352,Minute Maid Park,Houston Astros,Kansas City Royals,2,0,0,0,6,3,8,4,4,2,686613,Hunter Brown,663903,Brady Singer
2024-08-29,746102,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,5,3,0,0,6,3,14,4,12,2,676272,Bobby Miller,700249,Cade Povich
2024-08-30,746730,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,4,4,1,0,4,5,9,11,6,6,607259,Nick Martinez,607067,Colin Rea
2024-08-30,746665,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,0,1,0,0,0,14,5,15,3,2,695076,Rhett Lowder,669084,DL Hall
2024-08-30,746433,Comerica Park,Detroit Tigers,Boston Red Sox,0,3,0,1,5,7,7,8,2,4,663554,Casey Mize,656557,Tanner Houck
2024-08-30,745533,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,1,4,0,0,2,7,7,9,4,5,624133,Ranger Suarez,625643,Reynaldo López
2024-08-30,744810,Nationals Park,Washington Nationals,Chicago Cubs,3,7,2,0,6,7,8,9,3,8,663623,Jake Irvin,684007,Shota Imanaga
2024-08-30,745052,Tropicana Field,Tampa Bay Rays,San Diego Padres,4,10,0,3,5,13,10,13,7,9,671737,Taj Bradley,527048,Martín Pérez
2024-08-30,745700,Yankee Stadium,New York Yankees,St. Louis Cardinals,4,2,0,0,6,3,6,10,4,8,573186,Marcus Stroman,607200,Erick Fedde
2024-08-30,746593,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,8,6,2,0,10,8,16,12,11,9,594902,Ben Lively,663559,Bailey Falter
2024-08-30,744969,Globe Life Field,Texas Rangers,Oakland Athletics,1,4,0,1,2,9,7,11,4,3,592351,Jon Gray,676664,JP Sears
2024-08-30,746353,Minute Maid Park,Houston Astros,Kansas City Royals,1,0,0,0,3,2,10,2,4,0,664285,Framber Valdez,607625,Seth Lugo
2024-08-30,745862,Target Field,Minnesota Twins,Toronto Blue Jays,2,0,0,0,2,0,4,7,3,2,641154,Pablo López,592332,Kevin Gausman
2024-08-30,746749,Guaranteed Rate Field,Chicago White Sox,New York Mets,1,4,1,0,1,5,5,10,4,5,686563,Jonathan Cannon,656731,Tylor Megill
2024-08-30,746511,Coors Field,Colorado Rockies,Baltimore Orioles,2,3,0,0,3,5,10,11,7,6,596295,Austin Gomber,544150,Albert Suárez
2024-08-30,746184,Angel Stadium,Los Angeles Angels,Seattle Mariners,4,7,2,5,5,9,7,9,4,6,691951,Sam Aldegheri,669923,George Kirby
2024-08-30,747156,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,5,5,2,2,9,10,13,10,7,6,668678,Zac Gallen,477132,Clayton Kershaw
2024-08-30,745299,Oracle Park,San Francisco Giants,Miami Marlins,0,0,0,0,3,1,6,4,2,2,605483,Blake Snell,670124,Adam Oller
2024-08-31,745699,Yankee Stadium,New York Yankees,St. Louis Cardinals,1,4,0,0,5,6,12,7,4,5,701542,Will Warren,502043,Kyle Gibson
2024-08-31,744808,Nationals Park,Washington Nationals,Chicago Cubs,3,4,0,0,3,5,10,7,6,4,687792,DJ Herz,665871,Javier Assad
2024-08-31,745050,Tropicana Field,Tampa Bay Rays,San Diego Padres,9,2,1,2,11,4,13,10,11,2,669358,Shane Baz,681190,Randy Vásquez
2024-08-31,746424,Comerica Park,Detroit Tigers,Boston Red Sox,2,1,0,1,2,1,9,4,6,4,669373,Tarik Skubal,601713,Nick Pivetta
2024-08-31,746590,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,0,1,0,0,0,3,2,9,1,4,571510,Matthew Boyd,682847,Luis Ortiz
2024-08-31,744971,Globe Life Field,Texas Rangers,Oakland Athletics,2,1,0,0,3,2,9,5,5,2,674003,Cody Bradford,683155,Joey Estes
2024-08-31,746348,Minute Maid Park,Houston Astros,Kansas City Royals,0,0,0,0,5,2,5,7,1,2,579328,Yusei Kikuchi,666142,Cole Ragans
2024-08-31,745859,Target Field,Minnesota Twins,Toronto Blue Jays,0,11,0,7,0,15,4,23,1,15,805673,Zebby Matthews,621244,José Berríos
2024-08-31,746751,Guaranteed Rate Field,Chicago White Sox,New York Mets,2,4,0,3,3,5,9,10,6,5,663436,Davis Martin,500779,Jose Quintana
2024-08-31,745532,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,1,0,0,0,3,0,5,6,3,4,554430,Zack Wheeler,608331,Max Fried
2024-08-31,746667,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2,3,0,0,4,5,8,8,6,3,518585,Fernando Cruz,593423,Frankie Montas
2024-08-31,746507,Coors Field,Colorado Rockies,Baltimore Orioles,5,5,0,0,7,5,9,7,7,6,663372,Ryan Feltner,665152,Dean Kremer
2024-08-31,747158,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,5,6,4,3,6,8,5,16,5,10,518876,Merrill Kelly,694813,Gavin Stone
2024-08-31,745296,Oracle Park,San Francisco Giants,Miami Marlins,1,2,0,0,3,4,7,7,4,4,696131,Mason Black,665795,Edward Cabrera
2024-08-31,746182,Angel Stadium,Los Angeles Angels,Seattle Mariners,1,4,0,0,5,4,7,8,2,7,542881,Tyler Anderson,693433,Bryan Woo
2024-09-01,746669,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,3,3,0,0,4,3,10,5,7,5,682227,Brandon Williamson,668964,Tobias Myers
2024-09-01,744806,Nationals Park,Washington Nationals,Chicago Cubs,1,4,0,0,1,14,5,17,4,7,680730,Mitchell Parker,696136,Jordan Wicks
2024-09-01,745701,Yankee Stadium,New York Yankees,St. Louis Cardinals,5,7,0,0,7,14,11,21,7,12,641482,Nestor Cortes,571945,Miles Mikolas
2024-09-01,746426,Comerica Park,Detroit Tigers,Boston Red Sox,2,1,0,0,4,1,3,6,1,4,689225,Beau Brieske,681867,Cooper Criswell
2024-09-01,746592,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,3,0,2,0,6,1,13,2,8,0,502171,Alex Cobb,656605,Mitch Keller
2024-09-01,745048,Tropicana Field,Tampa Bay Rays,San Diego Padres,0,3,0,0,3,4,4,6,1,5,686752,Ryan Pepiot,656302,Dylan Cease
2024-09-01,746347,Minute Maid Park,Houston Astros,Kansas City Royals,3,0,0,0,7,2,9,7,4,3,669854,Ronel Blanco,679525,Alec Marsh
2024-09-01,745861,Target Field,Minnesota Twins,Toronto Blue Jays,0,1,0,1,4,3,6,3,3,1,641927,Bailey Ober,684320,Yariel Rodríguez
2024-09-01,746750,Guaranteed Rate Field,Chicago White Sox,New York Mets,0,1,0,0,0,2,2,7,1,5,676979,Garrett Crochet,640455,Sean Manaea
2024-09-01,744970,Globe Life Field,Texas Rangers,Oakland Athletics,2,1,1,0,6,4,10,16,5,8,679156,Walter Pennington,687765,Mitch Spence
2024-09-01,746505,Coors Field,Colorado Rockies,Baltimore Orioles,0,5,0,1,1,6,6,9,0,5,621389,Ty Blach,621107,Zach Eflin
2024-09-01,745292,Oracle Park,San Francisco Giants,Miami Marlins,5,4,1,0,5,7,6,10,6,5,657277,Logan Webb,670766,Darren McCaughan
2024-09-01,746183,Angel Stadium,Los Angeles Angels,Seattle Mariners,3,2,1,0,3,2,4,5,4,2,702674,Caden Dana,682243,Bryce Miller
2024-09-01,747157,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,9,1,0,0,14,3,17,9,8,6,694297,Brandon Pfaadt,680736,Justin Wrobleski
2024-09-01,745536,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,0,2,0,0,3,2,6,6,2,4,605400,Aaron Nola,680885,Spencer Schwellenbach
2024-09-02,745947,American Family Field,Milwaukee Brewers,St. Louis Cardinals,5,2,3,0,9,3,7,6,5,4,642547,Freddy Peralta,669467,Andre Pallante
2024-09-02,746992,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,5,2,1,2,13,3,18,8,9,6,669203,Corbin Burnes,623167,Chris Flexen
2024-09-02,746668,Great American Ball Park,Cincinnati Reds,Houston Astros,5,2,2,0,5,3,13,6,9,2,687924,Julian Aguiar,434378,Justin Verlander
2024-09-02,746265,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,1,2,0,0,2,4,2,9,1,5,608379,Michael Wacha,668909,Gavin Williams
2024-09-02,747155,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,1,3,0,0,6,11,12,17,4,8,593958,Eduardo Rodriguez,656427,Jack Flaherty
2024-09-02,745373,Petco Park,San Diego Padres,Detroit Tigers,1,0,0,0,3,0,8,6,4,2,605397,Joe Musgrove,663947,Tyler Holton
2024-09-02,745046,Tropicana Field,Tampa Bay Rays,Minnesota Twins,3,4,2,1,4,5,10,10,8,7,641793,Zack Littell,680573,Simeon Woods Richardson
2024-09-02,745619,Oakland Coliseum,Oakland Athletics,Seattle Mariners,4,3,0,2,5,4,5,6,4,3,674370,Osvaldo Bido,669302,Logan Gilbert
2024-09-02,745779,Citi Field,New York Mets,Boston Red Sox,4,1,0,0,4,1,8,6,7,4,622663,Luis Severino,678394,Brayan Bello
2024-09-02,746833,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,3,0,0,0,3,5,6,8,4,2,592791,Jameson Taillon,683003,Jared Jones
2024-09-02,744972,Globe Life Field,Texas Rangers,New York Yankees,1,2,0,0,4,8,9,12,4,4,683004,Jack Leiter,543037,Gerrit Cole
2024-09-03,746991,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,9,0,3,0,9,0,8,6,6,4,700249,Cade Povich,680897,Nick Nastrini
2024-09-03,746020,loanDepot park,Miami Marlins,Washington Nationals,1,4,0,0,2,6,8,11,5,8,676974,Max Meyer,571578,Patrick Corbin
2024-09-03,745047,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2,1,0,0,2,1,6,6,5,4,605488,Jeffrey Springs,701581,David Festa
2024-09-03,744891,Rogers Centre,Toronto Blue Jays,Philadelphia Phillies,6,4,6,1,9,10,16,18,12,10,605135,Chris Bassitt,663969,Tyler Phillips
2024-09-03,745778,Citi Field,New York Mets,Boston Red Sox,2,1,0,0,7,2,7,6,1,5,656849,David Peterson,676710,Kutter Crawford
2024-09-03,747079,Truist Park,Atlanta Braves,Colorado Rockies,2,0,0,0,3,0,7,6,6,3,519242,Chris Sale,607536,Kyle Freeland
2024-09-03,746264,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,0,2,0,0,1,7,4,10,1,4,663903,Brady Singer,676440,Tanner Bibee
2024-09-03,746834,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,0,2,0,0,0,5,5,8,4,5,543294,Kyle Hendricks,694973,Paul Skenes
2024-09-03,745944,American Family Field,Milwaukee Brewers,St. Louis Cardinals,3,3,0,2,4,7,5,9,4,6,650644,Aaron Civale,571927,Steven Matz
2024-09-03,744968,Globe Life Field,Texas Rangers,New York Yankees,1,0,0,0,7,4,6,10,1,3,571760,Andrew Heaney,607074,Carlos Rodón
2024-09-03,746185,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,2,2,0,0,2,6,5,6,5,3,672282,Reid Detmers,621111,Walker Buehler
2024-09-03,745615,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2,2,1,2,3,2,6,5,3,5,669372,J.T. Ginn,622491,Luis Castillo
2024-09-03,745293,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1,7,1,3,7,8,11,11,2,9,690986,Kyle Harrison,669194,Ryne Nelson
2024-09-04,744887,Rogers Centre,Toronto Blue Jays,Philadelphia Phillies,2,3,2,1,2,4,6,8,5,6,670102,Bowden Francis,650911,Cristopher Sánchez
2024-09-04,746990,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,1,6,1,1,1,8,7,15,4,9,544150,Albert Suárez,686563,Jonathan Cannon
2024-09-04,746666,Great American Ball Park,Cincinnati Reds,Houston Astros,12,1,9,0,12,5,13,9,12,4,607259,Nick Martinez,681293,Spencer Arrighetti
2024-09-04,746019,loanDepot park,Miami Marlins,Washington Nationals,0,0,0,0,4,3,7,5,0,2,678368,Valente Bellozo,669022,MacKenzie Gore
2024-09-04,745045,Tropicana Field,Tampa Bay Rays,Minnesota Twins,8,0,0,0,9,4,9,11,7,4,642121,Cole Sulser,678692,Ronny Henriquez
2024-09-04,745776,Citi Field,New York Mets,Boston Red Sox,4,3,4,0,8,3,7,9,5,6,656731,Tylor Megill,656557,Tanner Houck
2024-09-04,747075,Truist Park,Atlanta Braves,Colorado Rockies,4,2,4,0,5,2,7,5,4,5,450203,Charlie Morton,687134,Bradley Blalock
2024-09-04,746262,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,4,1,0,0,4,1,10,7,8,5,607625,Seth Lugo,594902,Ben Lively
2024-09-04,746835,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,9,0,1,0,12,0,17,0,12,0,684007,Shota Imanaga,593334,Domingo Germán
2024-09-04,745938,American Family Field,Milwaukee Brewers,St. Louis Cardinals,0,2,0,2,2,3,6,5,2,4,607067,Colin Rea,543243,Sonny Gray
2024-09-04,744964,Globe Life Field,Texas Rangers,New York Yankees,5,2,1,0,10,6,14,8,9,3,543135,Nathan Eovaldi,573186,Marcus Stroman
2024-09-04,746178,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,7,0,5,0,10,1,11,6,5,2,656288,Griffin Canning,676272,Bobby Miller
2024-09-04,745370,Petco Park,San Diego Padres,Detroit Tigers,5,5,0,1,6,5,10,7,7,6,506433,Yu Darvish,672456,Keider Montero
2024-09-04,745614,Oakland Coliseum,Oakland Athletics,Seattle Mariners,1,5,1,0,3,16,7,16,4,5,676664,JP Sears,669923,George Kirby
2024-09-04,745290,Oracle Park,San Francisco Giants,Arizona Diamondbacks,0,3,0,1,4,6,4,7,0,4,806185,Hayden Birdsong,668678,Zac Gallen
2024-09-05,746664,Great American Ball Park,Cincinnati Reds,Houston Astros,0,0,0,0,1,0,6,4,4,3,695076,Rhett Lowder,686613,Hunter Brown
2024-09-05,745042,Tropicana Field,Tampa Bay Rays,Minnesota Twins,2,4,0,0,3,4,8,7,5,5,671737,Taj Bradley,641154,Pablo López
2024-09-05,745612,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2,4,0,2,4,6,10,11,8,7,683155,Joey Estes,693433,Bryan Woo
2024-09-05,745289,Oracle Park,San Francisco Giants,Arizona Diamondbacks,2,2,0,2,3,2,9,4,5,3,605483,Blake Snell,518876,Merrill Kelly
2024-09-05,745451,PNC Park,Pittsburgh Pirates,Washington Nationals,6,3,0,3,9,4,8,10,7,7,663559,Bailey Falter,663623,Jake Irvin
2024-09-05,746021,loanDepot park,Miami Marlins,Philadelphia Phillies,0,1,0,1,2,5,7,7,3,3,670124,Adam Oller,624133,Ranger Suarez
2024-09-05,747073,Truist Park,Atlanta Braves,Colorado Rockies,1,1,1,0,1,3,5,6,4,3,625643,Reynaldo López,596295,Austin Gomber
2024-09-05,744966,Globe Life Field,Texas Rangers,Los Angeles Angels,3,1,3,0,3,1,10,4,8,2,674003,Cody Bradford,686799,Jack Kochanowicz
2024-09-05,745369,Petco Park,San Diego Padres,Detroit Tigers,3,0,1,0,3,4,7,8,6,3,527048,Martín Pérez,663554,Casey Mize
2024-09-06,746832,Wrigley Field,Chicago Cubs,New York Yankees,0,3,0,0,0,3,1,7,1,5,696136,Jordan Wicks,661563,Luis Gil
2024-09-06,745941,American Family Field,Milwaukee Brewers,Colorado Rockies,1,0,0,0,2,3,4,3,2,0,593423,Frankie Montas,663372,Ryan Feltner
2024-09-06,746993,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,1,0,0,0,2,0,4,3,1,0,665152,Dean Kremer,669358,Shane Baz
